name,relation,value
隐盘芹属,生活型,多年生草本
隐蕊杜鹃,物候期,花期5至6月，果期7至8月
隐舌橐吾,生活型,多年生草本
隐舌橐吾,物候期,花果期6至9月
隐纹杜茎山,物候期,花期2至5月，果期约10月
隐翼科,生活型,乔木
隐翼属,生活型,乔木
隐翼木,生活型,乔木
隐翼木,物候期,花期7至8月，果期9至11月
隐轴蛇菰,生活型,草本
隐轴蛇菰,物候期,花期11月
隐柱兰属,生活型,地生草本
隐子芥,生活型,一年生草本
隐子芥,物候期,花期6至7月，果期7至8月
隐子芥属,生活型,一年生草本
隐子草属,生活型,多年生草本
印度草木犀,生活型,一年生草本
印度草木犀,物候期,花期3至5月，果期5至6月
印度大风子,生活型,常绿乔木
印度大风子,生长型,顶生
印度狗肝菜,生活型,直立草本
印度灯心草,生活型,多年生草本
印度灯心草,物候期,花期7至8月，果期8至9月
印度黄檀,生活型,乔木
印度锦鸡儿,物候期,花期6月，果期7月
印度榕,生活型,乔木
轮叶戟,生活型,小乔木或灌木
轮叶戟,物候期,花期4至6月，果期6至7月
印度蒲公英,生活型,多年生草本
印度蛇菰,生活型,草本
印度蛇菰,物候期,花期10至12月
印度薹草,物候期,果期4月
印度型薹草,生长型,侧生
印度型薹草,物候期,花果期3至4月
印度血桐,生活型,乔木
印度血桐,物候期,花期8至10月，果期10至11月
印度翼核果,物候期,果期12月至翌年4月
印度蝇子草,生活型,多年生草本
印度蝇子草,物候期,花期7月，果期8月
印度羊角藤,物候期,花期6至7月，果熟期10至11月
印度早熟禾,生活型,多年生
印度早熟禾,物候期,花期7至8月
印尼珍珠茅,物候期,花果期4月
印缅红果树,生活型,乔木高达5至9米
英德尔大戟,生活型,一年生草本
英德过路黄,物候期,花期5月
英德过路黄,物候期,果期11月
英德黄芩,生活型,多年生草本
英德黄芩,物候期,花期4至5月
英吉利茶藨子,物候期,花期5至6月，果期7至8月
英吉沙沙拐枣,物候期,花果期6至7月
莺哥木,生活型,乔木
莺哥木,物候期,花期3至5月，果期5至7月
罂粟科,生活型,草本或稀为亚灌木、小灌木或灌木
罂粟科,生长型,对生
罂粟莲花属,生活型,多年生草本
罂粟莲花,物候期,7月至9月开花
罂粟属,生活型,一年生、二年生或多年生草本
樱草,生活型,多年生草本
樱草,物候期,花期5月，果期6月
樱草杜鹃,物候期,花期5至6月，果期7至9月
微毛杜鹃,物候期,花期5至6月
小果朴,生活型,落叶乔木
小果朴,生活型,当年生小枝幼时无毛
小果朴,生活型,冬芽棕色至深棕色
小果朴,物候期,花期4月，果期9至10月
樱花杜鹃,物候期,花期6月
樱桃李,生活型,灌木或小乔木
樱桃李,物候期,花期4月，果期8月
樱叶杜英,生活型,乔木
樱叶杜英,物候期,花期1至2月
樱桃,生活型,乔木
樱桃,物候期,花期3至4月，果期5至6月
樱叶楼梯草,生活型,多年生草本
樱叶楼梯草,物候期,4月开花
樱属,生活型,落叶乔木或灌木
鹰爪豆,物候期,花期4至7月
鹰嘴豆属,生活型,多年生或一年生草本
鹰嘴萼冷水花,生活型,多年生草本
鹰嘴萼冷水花,物候期,花期4至5月
迎春花,生活型,花单生于去年生小枝的叶腋
迎春花,物候期,花期6月
迎红杜鹃,物候期,花期4至6月，果期5至7月
迎阳报春,生活型,多年生草本
迎阳报春,物候期,花期4至5月
迎春樱桃,生活型,小乔木
迎春樱桃,物候期,花期3月，果期5月
盈江凤仙花,生活型,一年生草本
盈江凤仙花,物候期,)花期5月
盈江胡椒,物候期,花期11月
盈江柯,生活型,乔木
盈江柯,物候期,果期6至8月
盈江薯蓣,物候期,花期12月
盈江素馨,物候期,花期11月
盈江守宫木,物候期,花期6至9月，果期9至11月
盈江青冈,生活型,常绿乔木
盈江玉山竹,生长型,顶生
盈江玉山竹,物候期,花期9月
盈江羽唇兰,物候期,花期7至8月
萤蔺,物候期,花果期8至11月
盈江苎麻,物候期,花期10月
楹树,生活型,落叶乔木
楹树,生长型,顶生
楹树,物候期,花期3至5月
楹树,物候期,果期6至12月
蝇子草,生活型,一年生草本
蝇子草,物候期,花期5至6月，果期6至7月
蝇子草属,生活型,一、二年生或多年生草本
蝇子草属,生长型,单生
瘿椒树属,生活型,落叶乔木
颖毛早熟禾,生活型,多年生
颖毛早熟禾,物候期,花果期5至8月
硬苞刺头菊,生活型,二年生草本
硬苞刺头菊,物候期,花果期7月
硬苞风毛菊,生活型,多年生无茎莲座状草本
硬苞风毛菊,物候期,花果期8月
硬草属,生活型,一年生
硬草,生活型,一年生
异色猕猴桃,生活型,海拔1000米以下的低山和丘陵中的沟谷或山坡乔木林或灌丛林中或林缘等各种环境均见生长
硬翅鹤虱,生活型,二年生草本
硬翅鹤虱,物候期,花果期7至8月
硬萼软紫草,生活型,一年生草本
硬萼软紫草,生长型,对生
硬萼软紫草,物候期,花果期5至6月
硬刺杜鹃,生活型,常绿大灌木或小乔木
硬刺杜鹃,物候期,花期5至6月，果期8至9月
硬秆高粱,生活型,一年生
硬秆高粱,物候期,花果期7至9月
硬骨草属,生活型,一年生草本
硬核属,生活型,小乔木或灌木
硬骨藤,生长型,簇生
硬核,生活型,常绿乔木
硬核,物候期,花期4至5月，果期8至9月
硬果鳞毛蕨,生长型,簇生
硬果沟瓣,生活型,常绿乔木或灌木
硬果薹草,物候期,花果期5至6月
硬尖神香草,生活型,茎基部粗大
硬尖神香草,物候期,花期7至8月，果期8至9月
硬碱茅,生活型,多年生
硬碱茅,物候期,花期6至7月
硬壳玉山竹,物候期,笋期4月
硬毛扁担杆,生活型,灌木或小乔木
硬毛草胡椒,生活型,草本
硬毛草胡椒,物候期,花期5至7月
硬毛赤车,生活型,多年生草本
硬毛赤车,物候期,花期10月
硬毛常山,物候期,花期4至5月，果期7至10月
硬毛虫豆,生长型,顶生
硬毛虫豆,物候期,花、果期2至7月
硬毛冬青,生活型,常绿小乔木
硬毛冬青,生活型,当年生小枝近圆柱形
硬毛冬青,物候期,花期5月
硬毛杜鹃,生活型,常绿灌木或小乔木
硬毛杜鹃,物候期,花期5月，果期7月
硬毛棘豆,生活型,多年生草本
硬毛棘豆,物候期,花期5至8月，果期7至10月
硬毛棘豆,生活型,多年生草本
硬毛棘豆,生长型,轮生
硬毛棘豆,物候期,花果期5至6月
硬毛堇菜,生活型,多年生草本
硬毛楼梯草,生活型,当年生小枝直径1毫米
硬毛楼梯草,生活型,雄花序在一年生枝上腋生
硬毛楼梯草,物候期,花期1月
硬毛龙胆,生活型,一年生草本
硬毛龙胆,物候期,花果期8月
硬毛磨芋,物候期,花期6月
硬毛南蛇藤,物候期,花期3至5月，果熟期8至10月
硬毛箬竹,物候期,笋期7至8月，花期8月中旬
硬毛山黑豆,生长型,侧生
硬毛山黑豆,物候期,花、果期6至8月
硬毛宿苞豆,物候期,花、果期7至12月
硬毛兔唇花,生活型,多年生植物
硬毛兔唇花,物候期,花期5至8月
硬毛葶苈,生活型,多年生丛生草本
硬毛葶苈,物候期,花期6至8月
硬毛吴萸,生活型,乔木
硬毛吴萸,生活型,当年生枝褐紫色
硬毛吴萸,生长型,顶生
硬毛夏枯草,生活型,多年生草本
硬毛夏枯草,物候期,花、果期自6月至翌年1月
硬毛锥花,生活型,粗壮草本
硬毛锥花,物候期,花期6至8月，果期自8月延至翌年2月
硬皮豆属,生活型,攀援、匍匐或直立草本
硬皮豆,生活型,多年生或一年生攀援草本
硬皮榕,生活型,高大乔木
硬头苦竹,物候期,笋期5月下旬至6月底
硬头青竹,物候期,笋期5月，花期5至6月
硬序羊茅,生活型,多年生
硬序羊茅,生长型,单生
硬序羊茅,物候期,花期6至8月
硬序重寄生,物候期,花期5月，果期9月
硬叶糙果茶,生活型,小乔木
硬叶糙果茶,物候期,花期12月
硬叶葱草,生活型,多年生草本
硬叶葱草,物候期,花期8至9月，果期9至10月
硬叶唇柱苣苔,生活型,多年生草本
硬叶唇柱苣苔,物候期,花期4月
硬叶风毛菊,生活型,多年生无茎莲座状草本
硬叶风毛菊,物候期,花果期8至9月
硬叶冬青,生活型,常绿乔木或灌木
硬叶冬青,生活型,嫩枝灰黑色
硬叶兜兰,物候期,花期3至5月
硬叶粉苞菊,生活型,多年生草本
硬叶粉苞菊,物候期,花果期8至9月
硬叶谷精草,生活型,草本
硬叶柯,生活型,乔木
硬叶柯,物候期,果期8月
硬叶兰,物候期,花期3至4月
硬叶蓝刺头,生活型,多年生草本
硬叶蓝刺头,物候期,花果期7至8月
硬叶木蓝,物候期,花期4至7月，果期7至9月
硬叶蒲桃,生活型,灌木至小乔木
硬叶蒲桃,物候期,花期6至9月
硬叶山兰,物候期,花期6至7月
硬叶偃麦草,生活型,多年生
硬叶野古草,生活型,多年生草本
硬叶野古草,物候期,花果期9至11月
硬叶水毛茛,生活型,多年生沉水草本
硬叶早熟禾,生活型,多年生
硬叶早熟禾,物候期,花期6至8月
硬叶银穗草,生活型,多年生
硬叶银穗草,物候期,花期6至7月
硬枝点地梅,生活型,多年生草本
硬枝点地梅,生活型,当年生叶丛着生于枝端
硬枝点地梅,物候期,花期5至7月
硬枝碱蓬,生活型,高大的一年生草本
硬质早熟禾,生活型,多年生
硬质早熟禾,物候期,花果期6至8月
邕宁香草,生长型,簇生
邕宁香草,物候期,花期5至6月
邕宁香草,物候期,果期8至9月
永安青冈,生活型,乔木
永德鳞毛蕨,生长型,簇生
永福唇柱苣苔,生活型,多年生草本
永福唇柱苣苔,物候期,花期3月
永福柯,生活型,乔木
永福柯,物候期,花期7至8月，果次年10至11月成熟
永健香青,生长型,顶生
永健香青,物候期,花期7至8月
永宁杜鹃,物候期,花期5至6月，果期7至9月
永宁千里光,生活型,矮小一年生草本
永宁千里光,物候期,花期5至6月
永宁酸模,生活型,多年生草本
永善方竹,物候期,笋期8至9月
永顺楼梯草,生活型,多年生草本
永顺楼梯草,物候期,花期8月
永思小檗,生长型,簇生
永思小檗,物候期,花期6至7月，果期7至8月
永思小檗,生长型,簇生
永泰黄芩,生活型,多年生草本
永泰黄芩,物候期,花期4至5月
永泰黄芩,物候期,果期8月
优贵马兜铃,生长型,对生
优贵马兜铃,物候期,花期5月，果期10至12月
优美红景天,生活型,多年生草本
优美双盾木,物候期,花期5至6月，果熟期9月
优雅风毛菊,生活型,多年生草本
优雅风毛菊,生长型,顶生
优雅风毛菊,物候期,花果期7至8月
优雅鳞毛蕨,生长型,簇生
优雅绿绒蒿,生活型,一年生草本
优雅绿绒蒿,物候期,花果期5至8月
优雅三毛草,生活型,多年生
优雅三毛草,物候期,花期7至9月
尤里小檗,物候期,花期5至6月，果期7至8月
优异杜鹃,物候期,花期6月
优越虎耳草,生活型,多年生草本
优越虎耳草,物候期,花期7至9月
油茶离瓣寄生,物候期,花期4至6月，果期8至10月
油茶,生活型,灌木或中乔木
油茶,生活型,海南省800米以上的原生森林有野生种
油丹属,生活型,常绿乔木
油点草,物候期,花果期6至10月
油点草属,生活型,多年生草本
油点草属,生长型,顶生
油果樟属,生活型,常绿乔木
油苦竹,生长型,侧生
油簕竹,物候期,笋期10月，花期8至9月
莜麦,生活型,一年生
莜麦,物候期,花果期6至8月
油芒属,生活型,多年生
油楠属,生活型,乔木
油杉寄生属,生活型,寄生性亚灌木或矮小草本
油杉寄生属,生长型,轮生
油杉属,生活型,常绿乔木
油桐属,生活型,落叶乔木
油棕,生活型,直立乔木状
油棕,物候期,花期6月，果期9月
油渣果,物候期,花果期6至10月
油竹子,物候期,笋期6月
油棕属,生活型,直立
油棕属,生长型,侧生
柚木属,生活型,落叶乔木
柚木属,生长型,顶生
疣苞滨藜,生长型,互生
疣苞滨藜,生长型,顶生
疣苞滨藜,物候期,花期6至8月，果期8至9月
疣草,物候期,花期8至9月
疣果匙荠,生活型,二年生草本
疣梗杜鹃,物候期,花期5月
疣果花楸,生活型,乔木
疣果花楸,物候期,花期1至2月，果期8至9月
疣果楼梯草,生活型,多年生草本
疣果楼梯草,生长型,单生
疣果楼梯草,物候期,花期5至6月
疣果冷水花,生活型,多年生草本
疣果冷水花,生长型,簇生
疣果冷水花,物候期,花期4至5月，果期5至7月
疣鞘贝母兰,物候期,花期7月
疣囊薹草,物候期,花果期7至8月
狭叶疣囊薹草,物候期,花果期6至7月
疣鞘独蒜兰,生活型,附生草本
疣鞘独蒜兰,物候期,花期9至10月
疣天麻,物候期,花果期3至4月
疣序南星,物候期,花期5至6月
疣叶暗罗,生活型,乔木
疣叶暗罗,物候期,果期4至7月
疣枝菝葜,物候期,花期12月至次年2月，果期7至9月
疣枝寄生藤,生长型,簇生
疣枝寄生藤,生长型,单生
疣枝寄生藤,物候期,花果期5至8月
疣枝润楠,生活型,乔木
疣枝润楠,生活型,一年生枝条近圆柱形
疣枝润楠,物候期,花期3月，果期5至6月
疣枝小檗,物候期,花期5至6月，果期7至9月
疣枝栒子,物候期,花期5至6月，果期9至10月
莸属,生活型,直立或披散灌木
莸叶醉鱼草,物候期,花期3至9月，果期7至12月
莸状黄芩,生活型,多年生草本
莸状黄芩,物候期,花期6至7月
莸状黄芩,物候期,果期6至8月
有柄柴胡,生活型,多年生草本
有柄柴胡,物候期,花期7至8月，果期8至9月
有柄红景天,生活型,多年生草本
有柄马尾杉,生长型,顶生
有柄水苦荬,生活型,多年生草本
有柄水苦荬,物候期,花期4至9月
有翅蛇根草,生活型,草本
有翅蛇根草,物候期,花期4至5月
有刺凤尾蕨,生长型,簇生
有梗蓝钟花,生活型,多年生草本
有梗蓝钟花,物候期,花期8至9月
有棱小檗,物候期,花期5至6月，果期7至8月
有芒鸭嘴草,生活型,多年生草本
有芒筱竹,物候期,笋期5至7月
有毛冬青,生活型,常绿乔木
有毛冬青,生活型,当年生小枝圆柱形
有毛冬青,物候期,果期9月
有尾水筛,生活型,沉水草本
有尾水筛,物候期,花果期6至10月
酉阳楼梯草,生活型,多年生小草本
酉阳楼梯草,物候期,花期4月
莠竹,生活型,一年生蔓性草本
莠竹,物候期,花果期8至11月
莠狗尾草,生活型,多年生
莠狗尾草,物候期,花果期2至11月
莠竹属,生活型,多年生或一年生蔓性草本
莠竹属,生长型,单生
鼬瓣花属,生活型,一年生直立草本
余甘子,生活型,乔木
余甘子,物候期,花期4至6月，果期7至9月
盂兰,物候期,花期5至7月
鱼鳔槐,物候期,花期5至7月，果期7至10月
盂兰属,生活型,腐生草本
鱼鳔黄耆,物候期,花期5至6月，果期6至7月
鱼骨木属,生活型,灌木或乔木
鱼骨木属,生长型,簇生
鱼黄草属,生活型,草本或灌木
鱼黄草属,生长型,单生
鱼鳞蕨,生长型,簇生
鱼木,生活型,灌木或乔木
鱼木,物候期,花期6至7月，果期10至11月
鱼木属,生活型,乔木或有时灌木
鱼藤,物候期,花期4至8月，果期8至12月
鱼尾葵属,生活型,植株矮小至乔木状
鱼眼草属,生活型,一年生草本
鱼眼草属,生长型,互生
鱼眼草属,生长型,单生
鱼眼果冷水花,生活型,草本
鱼眼果冷水花,物候期,花期7至8月，果期9至11月
鱼眼草,生活型,一年生草本
俞氏楼梯草,生活型,多年生草本
俞氏楼梯草,物候期,花期7至8月
俞氏梅花草,生活型,矮小草本
俞氏梅花草,生长型,顶生
俞氏梅花草,物候期,花期8月
俞氏蹄盖蕨,生长型,簇生
愉悦葶苈,生活型,多年生丛生草本
愉悦蓼,生活型,一年生草本
榆橘,生活型,树冠圆形
榆橘,物候期,花期5月，果期8至9月
榆橘属,生活型,落叶小乔木或灌木
榆科,生活型,乔木或灌木
榆科,生活型,单被花两性
榆绿木属,生活型,乔木或灌木
榆绿木属,生长型,顶生
榆绿木属,生长型,侧生
榆属,生活型,乔木
榆属,生活型,花两性
榆属,生长型,簇生
榆叶猕猴桃,物候期,花期5月下旬
羽唇兰属,生活型,附生草本
羽唇兰,物候期,花期5至7月
羽冠大翅蓟,生活型,二年生草本
羽冠大翅蓟,物候期,花果期5至6月
羽冠蓟,生活型,草本
羽冠蓟,生长型,单生
羽冠苓菊,生活型,多年生草本
羽冠苓菊,物候期,花果期8月
羽叶穗花报春,生活型,多年生草本
羽叶穗花报春,物候期,花期7至8月，果期8至10月
羽裂唇柱苣苔,生活型,多年生草本
羽裂唇柱苣苔,物候期,花期6至9月
羽裂风毛菊,生活型,多年生草本
羽裂风毛菊,物候期,花果期8至10月
羽裂短肠蕨,生长型,簇生
羽裂垂头菊,生活型,多年生草本
羽裂红景天,生活型,多年生草本
羽裂红景天,物候期,花期6至8月，果期7至8月
羽裂黄瓜菜,生活型,一年生草本
羽裂黄瓜菜,物候期,花果期6至11月
羽裂鳞毛蕨,生长型,簇生
羽裂金盏苣苔,生活型,多年生草本
羽裂金盏苣苔,物候期,花期7月
羽裂蓝刺头,生活型,多年生草本
羽裂蓝刺头,物候期,花果期8至9月
羽裂麻花头,生活型,多年生草本
羽裂麻花头,物候期,花果期6月
羽裂条果芥,生活型,多年生草本
羽裂条果芥,物候期,果期7至8月
羽裂小花苣苔,生活型,多年生小草本
羽裂小花苣苔,物候期,花期6月
羽裂圣蕨,生长型,簇生
羽裂马蓝,生活型,多年生草本
羽裂马蓝,生长型,对生
羽裂马蓝,物候期,花期9月，果期11月
羽裂星蕨,生长型,侧生
羽裂玄参,生活型,半灌木状草本
羽裂玄参,物候期,花期5至7月，果期7至8月
羽裂叶荠属,生活型,一年或二年生草本
羽裂叶山芥,生活型,二年生直立草本
羽裂叶山芥,物候期,花期5至7月
羽裂叶荠,生活型,二年生草本
羽裂雪兔子,生活型,多年生多次结实草本
羽裂雪兔子,物候期,花果期8至10月
羽裂粘冠草,生活型,多年生草本
羽裂粘冠草,物候期,花果期8至9月
羽脉赤车,生活型,多年生草本
羽脉赤车,物候期,花期5至6月
羽脉冷水花,生活型,小草本
羽脉冷水花,物候期,果期8至9月
羽脉山牵牛,生活型,缠绕草本
羽脉新木姜子,生活型,灌木或小乔木
羽脉新木姜子,物候期,花期3至4月，果期8至9月
羽芒菊,生活型,多年生铺地草本
羽芒菊,物候期,花期11月至翌年3月
羽芒菊属,生活型,多年生草本
羽毛荸荠,物候期,花果期7月
羽毛地杨梅,生活型,多年生草本
羽毛地杨梅,物候期,花期3至4月，果期5至6月
羽毛委陵菜,生活型,多年生草本
羽毛委陵菜,物候期,花果期6至8月
羽毛三芒草,生活型,多年生
羽毛三芒草,物候期,花果期7至9月
羽扇豆,生活型,一年生草本
羽扇豆,物候期,花期3至5月，果期4至7月
羽扇豆属,生活型,一年生或多年生草本
羽扇豆属,生长型,互生
羽扇豆属,生长型,互生
羽穗草属,生活型,多年生
羽穗草,生活型,多年生
羽扇槭,生活型,落叶小乔木
羽扇槭,生活型,小枝细瘦
羽序灯心草,生活型,多年生草本
羽序灯心草,物候期,花期9至10月，果期10至11月
羽叶扁芒菊,生活型,多年生草本
羽叶扁芒菊,物候期,花期7月，果期8至9月
羽叶点地梅属,生活型,一年生或二年生草本
羽叶楤木,生长型,顶生
羽叶楤木,物候期,花期6至7月，果期8至10月
羽叶丁香,物候期,花期5至6月，果期8至9月
羽叶风毛菊,生活型,多年生草本
羽叶风毛菊,物候期,花果期8至10月
羽叶二药藻,生活型,浅海生沉水草本
羽叶二药藻,生长型,互生
羽叶鬼针草,生活型,一年生草本
羽叶花属,生活型,多年生草本
羽叶花属,生长型,互生
羽叶菊属,生活型,多年生直立草本
羽叶泡花树,生活型,乔木
羽叶泡花树,物候期,花期5至6月，果期9至10月
羽叶拟大豆,物候期,花期7至8月，果期8至9月
羽叶蓼,生活型,多年生草本
羽叶婆婆纳,物候期,花期6至8月
羽叶楸,生活型,落叶乔木
羽叶楸,物候期,花期5至7月，果期9至11月
羽叶楸属,生活型,直立落叶乔木
羽叶楸属,生长型,顶生
羽叶蛇葡萄,生长型,顶生
羽叶蛇葡萄,物候期,花期5至7月，果期7至9月
羽叶薯,生活型,一年生草本
羽叶铁线莲,物候期,花期7月至8月
羽叶枝子花,物候期,花期8至9月
羽叶照夜白,生长型,顶生
羽叶照夜白,生长型,顶生
羽叶照夜白,物候期,花期7至8月，果期10至11月
羽叶紫堇,生活型,多年生灰绿色草本
羽轴丝瓣芹,生活型,矮小草本
羽轴丝瓣芹,物候期,花期8至9月，果期9至10月
羽衣草属,生活型,多年生草本
羽状刚毛藨草,物候期,花果期7至9月
雨久花,生活型,直立水生草本
雨久花,物候期,花期7至8月，果期9至10月
雨久花属,生活型,多年生沼泽或水生草本
雨农蒲儿根,生活型,多年生具葶草本
雨农蒲儿根,物候期,花期4至6月
雨树属,生活型,无刺乔木
腺齿紫金牛,物候期,花期未详，果期10月以后
雨树,生活型,无刺大乔木
雨树,物候期,花期8至9月
玉柏,生活型,多年生土生植物
玉皇柳,物候期,花期5月，果期6月
玉凤花属,生活型,地生草本
玉铃花,生活型,乔木或灌木
玉铃花,物候期,花期5至7月，果期8至9月
玉兰叶木姜子,生活型,常绿乔木
玉兰叶木姜子,物候期,花期11月，果期翌年9至10月
玉龙藁本,生活型,多年生草本
玉龙藁本,物候期,花期7至8月，果期9至10月
玉龙杓兰,物候期,花期6月
玉龙蕨属,生活型,高山冰川洞穴生
玉龙蕨,生长型,簇生
玉龙虎耳草,生活型,多年生草本
玉龙虎耳草,物候期,花期8至9月
玉龙拉拉藤,生活型,稠密丛生的一年生矮小草本
玉龙拉拉藤,物候期,果期10月
玉龙山谷精草,生活型,小型草本
玉龙山梅花草,生活型,多年生矮小草本
玉龙山梅花草,物候期,花期7月
玉龙山无心菜,生活型,多年生草本
玉龙山无心菜,物候期,花期6至7月
玉龙山箭竹,物候期,笋期6至7月
玉龙薹草,物候期,花果期7月
玉龙羊茅,生活型,多年生
玉龙羊茅,物候期,花果期7至9月
玉龙蟹甲草,生活型,多年生草本
玉龙蟹甲草,物候期,花期8月
玉门点地梅,生活型,多年生草本
玉门点地梅,物候期,花期6月
玉门黄耆,生活型,多年生草本
玉门黄耆,物候期,花期5至6月，果期7至8月
玉泉杨,生活型,乔木
玉泉杨,物候期,花期4月，果期5月
玉蕊科,生活型,常绿乔木或灌木
玉蕊属,生活型,乔木或灌木
玉山杜鹃,生活型,常绿灌木或小乔木
玉山杜鹃,物候期,花期4月，果期10至11月
玉山艾,生活型,多年生草本
玉山艾,物候期,花果期8至11月
玉山当归,生活型,多年生草本
玉山灯台报春,生活型,多年生草本
玉山飞蓬,生活型,多年生草本
玉山飞蓬,物候期,花期7月
玉山佛甲草,生活型,多年生草本
玉山佛甲草,物候期,花期7至8月，果期10至11月
玉山黄肉楠,生活型,小乔木
玉山剪股颖,生活型,多年生密丛草本
玉山剪股颖,物候期,果期11月
玉山千里光,物候期,花期6至10月
玉山金丝桃,生活型,多年生草本
玉山金丝桃,物候期,花期7至8月，果期8至9月
玉山南芥,生活型,多年生草本
玉山南芥,物候期,花、果期7至8月
玉山龙胆,生活型,一年生草本
玉山龙胆,物候期,花果期7至10月
玉山女贞,生长型,单生
玉山女贞,物候期,花期4至7月
玉山蔷薇,物候期,花期6至7月
玉山雀麦,生活型,多年生
玉山雀麦,物候期,花果期7至8月
玉山石竹,生活型,多年生草本
玉山双蝴蝶,生活型,多年生缠绕草本
玉山双蝴蝶,生长型,顶生
玉山双蝴蝶,物候期,花果期8至10月
玉山卫矛,生活型,小乔木
玉山小檗,生长型,单生
玉山香青,物候期,花果期6至10月
玉山蟹甲草,生活型,多年草本
玉山蝇子草,生活型,多年生草本
玉山蝇子草,物候期,花期6至7月，果期9至10月
玉山悬钩子,物候期,花期6至7月
玉山竹,物候期,花期7月
玉蜀黍属,生活型,一年生草本
玉蜀黍属,生长型,顶生
玉树虎耳草,生活型,多年生草本
玉树虎耳草,物候期,花期7至8月
玉树杜鹃,生活型,当年生小枝粗壮
玉树野决明,生活型,多年生草本
玉叶金花,物候期,花期6至7月
玉叶金花属,生活型,乔木、灌木或缠绕藤本
玉叶金花属,生长型,轮生
玉叶金花属,生长型,顶生
玉簪,物候期,花果期8至10月
玉簪薹草,物候期,花果期6至8月
玉簪属,生活型,多年生草本
玉簪羊耳蒜,生活型,地生草本
玉簪羊耳蒜,物候期,花期5至7月
芋兰属,生长型,顶生
芋属,生活型,多年生草本植物
郁金香属,生活型,具鳞茎的多年生草本
郁金香属,生活型,它们大多数都是4月左右开花
郁金香,物候期,花期4至5月
鸢尾科,生活型,多年生、稀一年生草本
鸢尾科,生长型,簇生
鸢尾科,生长型,互生
豫陕鳞毛蕨,生长型,簇生
鹬形马先蒿,生活型,多年生草本
鹬形马先蒿,物候期,花期6月
鸢尾兰属,生活型,附生草本
鸢尾兰,物候期,花果期8至12月
鸢尾蒜,生活型,多年生草本
鸢尾蒜,物候期,花期5至6月
鸢尾属,生活型,多年生草本
鸢尾蒜属,生活型,多年生直立草本
元宝草马先蒿,生活型,自一年生的小根上发出单一或多茎
元宝草马先蒿,物候期,花期8至9月
元江风车子,物候期,果期11月
元江短蕊茶,生活型,灌木或小乔木
元江短蕊茶,物候期,花期10月
元江花椒,物候期,花期5月，果期11月
元江梨果寄生,物候期,花期5至6月
元江山柑,物候期,花期3月，果期8至9月
元江素馨,生活型,小枝灰白色
元江素馨,物候期,果期至翌年5月
元江羊蹄甲,物候期,花期9至11月
元江羊蹄甲,物候期,果期11至12月
元江猪屎豆,物候期,花果期3至12月间
元谋菅,生活型,多年生或一年生草本
元谋菅,物候期,花果期8至12月
拉拉藤,生活型,多枝、蔓生或攀缘状草本
拉拉藤,物候期,花期3至7月，果期4至11月
猪殃殃,物候期,花期3至7月，果期4至9月
光果拉拉藤,物候期,花果期5月
沅陵长蒴苣苔,生活型,多年生草本
沅陵长蒴苣苔,物候期,花期5月
元阳石豆兰,生长型,顶生
元阳石豆兰,物候期,幼果期11月
元阳蹄盖蕨,生长型,簇生
原天麻,物候期,花果期3至4月
圆柏属,生活型,常绿乔木或灌木、直立或匍匐
圆柏寄生,物候期,花期8至9月
圆瓣黄花报春,生活型,多年生草本
圆瓣黄花报春,物候期,花期6至7月，果期7至8月
圆瓣虎耳草,生活型,多年生草本
圆瓣虎耳草,物候期,花期7至8月
圆瓣大苞兰,物候期,花期11月
圆瓣姜花,物候期,花期：8至10月
圆瓣姜花,物候期,果期：10至12月
圆瓣珍珠菜,生活型,多年生草本
圆瓣珍珠菜,物候期,花期6至7月
圆苞鼠尾草原变种,生活型,多年生草本
圆苞鼠尾草原变种,物候期,花期4至5月
圆齿垫柳,生活型,花序椭圆状头形
圆齿狗娃花,生活型,一或二年生草本
圆齿狗娃花,物候期,花果期5至10月
圆齿金盏苣苔,生活型,多年生草本
圆齿肋毛蕨,生长型,簇生
圆齿荆芥,生活型,多年生草本
圆齿荆芥,物候期,花期7至9月，果期9至11月
圆齿肉穗草,生活型,细弱草本
圆齿肉穗草,物候期,花期约3月
圆齿铁线蕨,生长型,簇生
圆齿碎米荠,生活型,一年或二年生草本
圆齿碎米荠,生长型,簇生
圆齿碎米荠,物候期,花、果期4至5月和9至11月
圆齿铁角蕨,生长型,簇生
圆齿委陵菜,生活型,多年生草本
圆齿鸦跖花,生长型,簇生
圆齿鸦跖花,物候期,花果期6月至8月
圆齿褶龙胆,生活型,一年生草本
圆齿褶龙胆,物候期,花果期5至9月
圆唇苣苔,生活型,多年生草本
圆唇苣苔,物候期,花期4至5月
圆唇苣苔属,生活型,多年生草本植物
圆钝沼兰,生活型,地生草本
圆钝沼兰,物候期,花期9月
圆唇虾脊兰,物候期,花期3月
圆丛红景天,生活型,多年生草本
圆丛红景天,物候期,花期7月，果期8月
圆顶越桔,物候期,花期5月
圆萼折柄茶,生活型,乔木
圆萼折柄茶,物候期,花期5至6月
圆萼繁缕,生活型,多年生草本
圆萼龙胆,生活型,一年生草本
圆萼龙胆,物候期,花果期8至11月
圆耳假福王草,生活型,一年生草本
圆耳假福王草,物候期,花果期7月
圆耳紫菀,生活型,多年生草本
圆耳紫菀,物候期,花期7至8月
圆稈珍珠茅,物候期,花果期3至9月
