黄精叶钩吻,治跌打损伤   Disease:跌打损伤 
姜味草,感冒咳嗽等症   Disease:感冒咳嗽 
姜味草,并可预防痢疾   Disease:预防痢疾 
小花鬼针草,治感冒发热   Disease:感冒发热 
小花鬼针草,咽喉肿痛   Disease:咽喉肿痛 
小花鬼针草,肠炎   Disease:肠炎 
小花鬼针草,阑尾炎   Disease:阑尾炎 
小花鬼针草,痔疮   Disease:痔疮 
小花鬼针草,跌打损伤   Disease:跌打损伤 
小花鬼针草,冻疮   Disease:冻疮 
小花鬼针草,毒蛇咬伤   Disease:毒蛇咬伤 
爬树龙,治跌打损伤   Disease:跌打损伤 
爬树龙,骨折   Disease:骨折 
爬树龙,蛇咬伤   Disease:蛇咬伤 
爬树龙,痈疮节肿   Disease:痈疮节肿 
爬树龙,小儿百日咳   Disease:小儿百日咳 
爬树龙,咽喉肿痛   Disease:咽喉肿痛 
爬树龙,感冒   Disease:感冒 
爬树龙,风湿性腰腿痛   Disease:风湿性腰腿痛 
爬树龙,云南   
土丁桂,治小儿结肠炎   Disease:小儿结肠炎 
土丁桂,消化不良   Disease:消化不良 
土丁桂,白带   Disease:白带 
土丁桂,支气管哮喘   Disease:支气管哮喘 
土丁桂,咳嗽   Disease:咳嗽 
土丁桂,跌打损伤   Disease:跌打损伤 
土丁桂,腰腿痛   Disease:腰腿痛 
土丁桂,痢疾   Disease:痢疾 
土丁桂,头晕目眩   Disease:头晕目眩 
土丁桂,泌尿系感染   Disease:泌尿系感染 
土丁桂,血尿   Disease:血尿 
土丁桂,蛇伤   Disease:蛇伤 
土丁桂,眼膜炎等   Disease:眼膜炎 
香皮树,治便秘   Disease:便秘 
大叶南苏,治骨折   Disease:骨折 
大叶南苏,跌打损伤   Disease:跌打损伤 
大叶南苏,风湿麻木   Disease:风湿麻木 
大叶南苏,咽肿   Disease:咽肿 
大叶南苏,心绞痛   Disease:心绞痛 
大叶南苏,支气管炎   Disease:支气管炎 
大叶南苏,哮喘   Disease:哮喘 
大叶南苏,百日咳   Disease:百日咳 
大叶南苏,云南玉溪   Disease:云南玉溪 
水龙,治蛇咬伤   Disease:蛇咬伤 
过路黄,治胆囊炎   Disease:胆囊炎 
过路黄,黄疸性肝炎   Disease:黄疸性肝炎 
过路黄,泌尿系统结石   Disease:泌尿系统结石 
过路黄,肝   
过路黄,胆结石   Disease:胆结石 
过路黄,跌打损伤   Disease:跌打损伤 
过路黄,毒蛇咬伤   Disease:毒蛇咬伤 
过路黄,毒蕈及药物中毒   Disease:毒蕈 Disease:药物中毒 
过路黄,治化脓性炎症   Disease:化脓性炎症 
过路黄,烧烫伤   Disease:烧烫伤 
铁冬青,治暑季外感高热   Disease:暑季外感高热 
铁冬青,烫火伤   Disease:烫火伤 
铁冬青,咽喉炎   Disease:咽喉炎 
铁冬青,肝炎   Disease:肝炎 
铁冬青,急性肠胃炎   Disease:急性肠胃炎 
铁冬青,胃痛   Disease:胃痛 
铁冬青,关节痛等   Disease:关节痛 
铁冬青,治胃溃疡   Disease:胃溃疡 
铁冬青,感冒发热和各种痛症   Disease:感冒发热 Disease:各种痛症 
铁冬青,热毒   Disease:热毒 
铁冬青,阴疮   Disease:阴疮 
过路惊,治小儿夜间惊哭   Disease:小儿夜间惊哭 
络石,治关节炎   Disease:关节炎 
络石,肌肉痹痛   Disease:肌肉痹痛 
络石,跌打损伤   Disease:跌打损伤 
络石,产后腹痛等   Disease:产后腹痛 
络石,治血吸虫腹水病   Disease:血吸虫腹水病 
狮子尾,治脾肿大   Disease:脾肿大 
狮子尾,高烧   Disease:高烧 
狮子尾,风湿腰痛   Disease:风湿腰痛 
狮子尾,治跌打损伤   Disease:跌打损伤 
狮子尾,骨折   Disease:骨折 
狮子尾,烫火伤   Disease:烫火伤 
黑老虎,治胃病   Disease:胃病 
黑老虎,风湿骨痛   Disease:风湿骨痛 
黑老虎,跌打瘀痛   Disease:跌打瘀痛 
黑老虎,并为妇科常用药   Disease:妇科常 
千里香,治感冒   Disease:感冒 
千里香,头痛   Disease:头痛 
千里香,胃痛   Disease:胃痛 
千里香,牙痛   Disease:牙痛 
千里香,风湿骨痛   Disease:风湿骨痛 
千里香,跌打肿痛   Disease:跌打肿痛 
山木通,治感冒   Disease:感冒 
山木通,膀胱炎   Disease:膀胱炎 
山木通,尿道炎   Disease:尿道炎 
山木通,跌打劳伤   Disease:跌打劳伤 
山木通,治扁桃体炎   Disease:扁桃体炎 
山木通,咽喉炎   Disease:咽喉炎 
山木通,云南药用植物名录   Disease:云南药 Disease:植物名录 
山木通,治风湿关节肿痛   Disease:风湿关节肿痛 
山木通,肠胃炎   Disease:肠胃炎 
山木通,疟疾   Disease:疟疾 
山木通,乳痈   Disease:乳痈 
山木通,牙疳   Disease:牙疳 
山木通,目生星翳   Disease:目生星翳 
山木通,江苏新医学院   Disease:江苏 Disease:医学 
山木通,中药大辞典   Disease:中药大辞典 
扇叶铁线蕨,治跌打内伤   Disease:跌打内伤 
扇叶铁线蕨,外敷   
扇叶铁线蕨,治乳猪下痢   Disease:乳猪下痢 
扇叶铁线蕨,猪丹毒及牛瘟   Disease:猪丹毒 Disease:牛瘟 
八宝,治喉炎   Disease:喉炎 
八宝,热疖及跌打损伤   Disease:热疖 Disease:跌打损伤 
黄海棠,治吐血   Disease:吐血 
黄海棠,子宫出血   Disease:子宫出血 
黄海棠,外伤出血   Disease:外伤出血 
黄海棠,疮疖痈肿   Disease:疮疖痈肿 
黄海棠,风湿   Disease:风湿 
黄海棠,痢疾以及月经不调等症   Disease:痢疾 Disease:月经不调 
黄海棠,治胃病   Disease:胃病 
黄海棠,并可解毒和排脓   Disease:解毒 Disease:排脓 
越南安息香,治疥疮   Disease:疥疮 
藿香,治霍乱腹痛   Disease:霍乱腹痛 
藿香,驱逐肠胃充气   Disease:驱逐肠胃充气 
藿香,清暑等效   Disease:清暑 
披针叶铁线莲,治口嗅   Disease:口嗅 
披针叶铁线莲,口烂等   Disease:口烂 
八角枫,治风湿   Disease:风湿 
八角枫,跌打损伤   Disease:跌打损伤 
八角枫,外伤止血等   Disease:外伤止血 
八角莲,治跌打损伤   Disease:跌打损伤 
八角莲,半身不遂   Disease:半身不遂 
八角莲,关节酸痛   Disease:关节酸痛 
八角莲,毒蛇咬伤等   Disease:毒蛇咬伤 
地耳草,治肝炎   Disease:肝炎 
地耳草,跌打损伤以及疮毒   Disease:跌打损伤 Disease:疮毒 
羊耳菊,治跌打损伤等作用   Disease:跌打损伤 
羊耳菊,治牛的痢疾   Disease:痢疾 
八仙过海,治跌打损伤   Disease:跌打损伤 
八仙过海,风湿关节炎   Disease:风湿关节炎 
八仙过海,痧症   Disease:痧症 
八仙过海,急性肠胃炎   Disease:急性肠胃炎 
八仙过海,云南思茅   Disease:云南思茅 
八月瓜,治跌打损伤   Disease:跌打损伤 
八月瓜,风湿骨痛   Disease:风湿骨痛 
八月瓜,治疝气   Disease:疝气 
八月瓜,子宫脱垂   Disease:子宫脱垂 
三叶木通,治风湿关节痛   Disease:风湿关节痛 
八月瓜属,治肾炎   Disease:肾炎 
八月瓜属,肾虚腰痛   Disease:肾虚腰痛 
八月瓜属,胃痛   Disease:胃痛 
八月瓜属,跌打   Disease:跌打 
八月瓜属,风湿骨痛和劳伤咳嗽   Disease:风湿骨痛 Disease:劳伤咳嗽 
八月瓜属,治疝气   Disease:疝气 
鹰爪枫,治关节炎及风湿痹痛   Disease:关节炎 Disease:风湿痹痛 
五月瓜藤,治劳伤咳嗽   Disease:劳伤咳嗽 
五月瓜藤,果   
细果角茴香,治感冒   Disease:感冒 
细果角茴香,咽喉炎   Disease:咽喉炎 
细果角茴香,急性结膜炎   Disease:急性结膜炎 
细果角茴香,还   
扒地蜈蚣,治跌打损伤   Disease:跌打损伤 
扒地蜈蚣,骨折   Disease:骨折 
扒地蜈蚣,治毒蛇咬伤   Disease:毒蛇咬伤 
紫花醉鱼草,治咳嗽   Disease:咳嗽 
紫花醉鱼草,眼疾等   Disease:眼疾 
缬草,治跌打损伤等   Disease:跌打损伤 
狼毒,治结核类   Disease:结核类 
狼毒,疮瘘癣类等   Disease:疮瘘癣类 
狼毒,有毒   Disease:有毒 
拔毒散,治急性扁桃体炎   Disease:急性扁桃体炎 
拔毒散,急性乳腺炎   Disease:急性乳腺炎 
拔毒散,肠炎   Disease:肠炎 
拔毒散,菌痢和跌打损伤等症   Disease:菌痢 Disease:跌打损伤 
白苞蒿,治肝   
白苞蒿,肾疾病   Disease:肾疾病 
白苞蒿,近年也用于   Disease:近年 
白饭树,治风湿关节炎   Disease:风湿关节炎 
白饭树,湿疹   Disease:湿疹 
白饭树,脓泡疮等   Disease:脓泡疮 
姜花,治头痛   Disease:头痛 
姜花,身痛   Disease:身痛 
姜花,风湿痛及跌打损伤等症   Disease:风湿痛 Disease:跌打损伤 
青羊参,治农业害虫   Disease:农业害虫 
降龙草,治疗疮肿毒   Disease:疗疮肿毒 
降龙草,蛇咬伤和烧烫伤   Disease:蛇咬伤 Disease:烧烫伤 
海通,治半边疯   Disease:半边疯 
延叶珍珠菜,治跌打损伤   Disease:跌打损伤 
延叶珍珠菜,疔毒等   Disease:疔毒 
杜仲藤,治小儿麻痹   Disease:小儿麻痹 
杜仲藤,跌打损伤等症   Disease:跌打损伤 
杜仲藤,治风湿腰骨痛并可提取橡胶   Disease:风湿腰骨痛 Disease:提取橡胶 
小花黄堇,治疮疥和蛇伤的作用   Disease:疮疥 Disease:蛇伤 
白萼素馨,治跌打损伤   Disease:跌打损伤 
水东哥,治无名肿毒   Disease:无名肿毒 
水东哥,眼翳   Disease:眼翳 
水东哥,治遗精   Disease:遗精 
独角莲,治头痛   Disease:头痛 
独角莲,口眼歪斜   Disease:口眼歪斜 
独角莲,半身不遂   Disease:半身不遂 
独角莲,破伤风   Disease:破伤风 
独角莲,跌打劳伤   Disease:跌打劳伤 
独角莲,肢体麻木   Disease:肢体麻木 
独角莲,中风不语   Disease:中风不语 
独角莲,淋巴结核等   Disease:淋巴结核 
西南水苏,治疮疖   Disease:疮疖 
西南水苏,赤白痢及湿疹   Disease:赤白痢 Disease:湿疹 
西南水苏,又配方用于   Disease:配方 
半蒴苣苔,治喉痛   Disease:喉痛 
半蒴苣苔,麻疹和烧烫伤   Disease:麻疹 Disease:烧烫伤 
半蒴苣苔,作猪饲料   Disease:猪饲料 
灵枝草,治轮癣和其他的皮肤病   Disease:轮癣 Disease:皮肤病 
灵枝草,治肺结核   Disease:肺结核 
灵枝草,咳嗽   Disease:咳嗽 
灵枝草,高血压   Disease:高血压 
鸡骨常山,治发热   Disease:发热 
鸡骨常山,头痛   Disease:头痛 
鸡骨常山,外用消肿   Disease:消肿 
白花菜,治下气   Disease:下气 
白花菜,煎水洗痔   Disease:煎水 
杜茎山,治腰痛   Disease:腰痛 
杜茎山,头痛   Disease:头痛 
杜茎山,心燥烦渴   Disease:心燥烦渴 
杜茎山,眼目晕眩等症   Disease:眼目晕眩 
杜茎山,治皮肤风毒   Disease:皮肤风毒 
杜茎山,亦   
杜茎山,治跌打损伤   Disease:跌打损伤 
杜茎山,止血   Disease:止血 
重瓣臭茉莉,治风湿   Disease:风湿 
白花地丁,治节疮痛肿   Disease:节疮痛肿 
白花苦灯笼,治肺结核咯血   Disease:肺结核咯血 
白花苦灯笼,感冒发热   Disease:感冒发热 
白花苦灯笼,咳嗽   Disease:咳嗽 
白花苦灯笼,热性胃痛   Disease:热性胃痛 
白花苦灯笼,急性扁挑体炎等   Disease:急性扁挑体炎 
变色白前,治肺结核的虚痨热   Disease:肺结核 Disease:虚痨热 
变色白前,浮肿   Disease:浮肿 
变色白前,淋痛等   Disease:淋痛 
草玉梅,治喉炎   Disease:喉炎 
草玉梅,扁桃腺炎   Disease:扁桃腺炎 
草玉梅,肝炎   Disease:肝炎 
草玉梅,痢疾   Disease:痢疾 
草玉梅,跌打损伤等症   Disease:跌打损伤 
草玉梅,云南中草药   Disease:云南中 
小花草玉梅,治肝炎   Disease:肝炎 
小花草玉梅,筋骨疼痛等症   Disease:筋骨疼痛 
小花草玉梅,宁夏中草药手册   Disease:宁夏中 Disease:手册 
白花蛇舌草,治肿瘤   Disease:肿瘤 
白花蛇舌草,蛇咬伤   Disease:蛇咬伤 
白花蛇舌草,小儿疳积   Disease:小儿疳积 
白花蛇舌草,治泡疮   Disease:泡疮 
白花蛇舌草,刀伤   Disease:刀伤 
白花蛇舌草,跌打等症   Disease:跌打 
白花碎米荠,治气管炎   Disease:气管炎 
白花酸藤果,治急性肠胃炎   Disease:急性肠胃炎 
白花酸藤果,赤白痢   Disease:赤白痢 
白花酸藤果,腹泻   Disease:腹泻 
白花酸藤果,刀枪伤   Disease:刀枪伤 
白花酸藤果,外伤出血等   Disease:外伤出血 
白花酸藤果,亦有用于蛇咬伤   Disease:蛇咬伤 
马甲子,治痈肿溃脓等症   Disease:痈肿溃脓 
马甲子,根可   
白英,治小儿惊风   Disease:小儿惊风 
白英,治风火牙痛   Disease:风火牙痛 
扭肚藤,治疗外伤出血   Disease:疗外伤出血 
扭肚藤,骨折   Disease:骨折 
白兰,治咳嗽等效   Disease:咳嗽 
白兰,治便秘   Disease:便秘 
朱砂藤,治癫癎   Disease:癫癎 
朱砂藤,狂犬病和毒蛇咬伤   Disease:狂犬病 Disease:毒蛇咬伤 
石蜘蛛,治跌打损伤   Disease:跌打损伤 
石蜘蛛,淋浊   Disease:淋浊 
脓疮草,治疮疥   Disease:疮疥 
痢止蒿,治痢疾及蛔虫症   Disease:痢疾 Disease:蛔虫症 
痢止蒿,外敷乳腺炎   Disease:乳腺炎 
白薇,治产后虚烦呕逆   Disease:产后虚烦呕逆 
白薇,小便淋沥   Disease:小便淋沥 
白薇,肾炎   Disease:肾炎 
白薇,尿路感染   Disease:尿路感染 
白薇,水肿   Disease:水肿 
白薇,支气管炎和风湿性腰腿痛等   Disease:支气管炎 Disease:风湿性腰腿痛 
大叶锣,治神经衰弱等症   Disease:神经衰弱 
银线草,治风寒咳嗽   Disease:风寒咳嗽 
银线草,风湿痛   Disease:风湿痛 
银线草,闭经   Disease:闭经 
银线草,治跌打损伤160   Disease:跌打损伤 Disease:60 
寻骨风,治疗胃痛   Disease:疗胃痛 
寻骨风,筋骨痛等   Disease:筋骨痛 
紫背金盘,治肺脓疡   Disease:肺脓疡 
紫背金盘,肺炎   Disease:肺炎 
紫背金盘,扁桃腺炎   Disease:扁桃腺炎 
紫背金盘,咽喉炎   Disease:咽喉炎 
紫背金盘,气管炎   Disease:气管炎 
紫背金盘,腮腺炎   Disease:腮腺炎 
紫背金盘,急性胆囊炎   Disease:急性胆囊炎 
紫背金盘,肝炎   Disease:肝炎 
紫背金盘,痔疮肿痛   Disease:痔疮肿痛 
紫背金盘,鼻衄   Disease:鼻衄 
紫背金盘,牙痛   Disease:牙痛 
紫背金盘,目赤肿痛   Disease:目赤肿痛 
紫背金盘,黄疽病   Disease:黄疽病 
紫背金盘,便血   Disease:便血 
紫背金盘,白尿   Disease:白尿 
紫背金盘,血瘀肿痛   Disease:血瘀肿痛 
紫背金盘,产后瘀血   Disease:产后瘀血 
紫背金盘,妇女血气痛等症   Disease:妇女血气痛 
紫背金盘,有镇痛散血之功效   Disease:镇痛 Disease:血之功效 
紫背金盘,治金疮   Disease:金疮 
紫背金盘,刀伤   Disease:刀伤 
紫背金盘,外伤出血   Disease:外伤出血 
紫背金盘,跌打扭伤   Disease:跌打扭伤 
紫背金盘,骨折   Disease:骨折 
紫背金盘,痈肿疮疖   Disease:痈肿疮疖 
紫背金盘,狂犬咬伤等症   Disease:狂犬咬伤 
紫背金盘,治牛马肚痛发水   Disease:牛马肚痛发水 
白毛紫珠,治皮肤病或用作箭毒及毒鱼   Disease:皮肤病 Disease:箭毒 Disease:毒鱼 
商陆,治水肿   Disease:水肿 
商陆,胀满   Disease:胀满 
商陆,脚气   Disease:脚气 
商陆,喉痹   Disease:喉痹 
商陆,外敷   
序叶苎麻,治风湿   Disease:风湿 
序叶苎麻,筋骨痛等症   Disease:筋骨痛 
大管,治跌打扭伤   Disease:跌打扭伤 
大管,用根浸酒外擦   Disease:浸酒外 
大管,胸痹   Disease:胸痹 
大管,用根〕   
大管,感冒   Disease:感冒 
大管,用叶   
土沉香,治胃病特效药   Disease:胃病特效药 
网脉酸藤子,治经闭   Disease:经闭 
网脉酸藤子,月经不调   Disease:月经不调 
网脉酸藤子,风湿等症   Disease:风湿 
威灵仙,治风寒湿热   Disease:风寒湿热 
威灵仙,偏头疼   Disease:偏头疼 
威灵仙,黄胆浮肿   Disease:黄胆浮肿 
威灵仙,鱼骨硬喉   Disease:鱼骨硬喉 
威灵仙,腰膝腿脚冷痛   Disease:腰膝腿脚冷痛 
威灵仙,治急性扁桃体炎   Disease:急性扁桃体炎 
威灵仙,咽喉炎   Disease:咽喉炎 
威灵仙,治丝虫病   Disease:丝虫病 
威灵仙,外用   
威灵仙,治造桥虫   Disease:造桥虫 
威灵仙,菜青虫   Disease:菜青虫 
威灵仙,地老虎   Disease:地老虎 
威灵仙,灭孑孓等   Disease:孑孓 
威灵仙,河南经济植物志   Disease:河南经济植物志 
白绒草,治肾虚   Disease:肾虚 
白绒草,遗精及阳萎   Disease:遗精 Disease:阳萎 
白绒草,并作为配伍用以   Disease:配伍 
须花翠雀花,治风热头痛   Disease:风热头痛 
须花翠雀花,水泻等症   Disease:水泻 
须花翠雀花,贵州草药   Disease:贵州 
白薯莨,治痈疽   Disease:痈疽 
白薯莨,恶疮   Disease:恶疮 
白薯莨,跌打扭伤等症   Disease:跌打扭伤 
泽珍珠菜,治痈疮和无名肿毒   Disease:痈疮 Disease:无名肿毒 
黄檀,治疗疮   Disease:疗疮 
白棠子树,治感冒   Disease:感冒 
白棠子树,跌打损伤   Disease:跌打损伤 
白棠子树,气血瘀滞   Disease:气血瘀滞 
白棠子树,妇女闭经   Disease:妇女闭经 
白棠子树,外伤肿痛   Disease:外伤肿痛 
白棠子树,《江西草医草药》   Disease:《江西 Disease:药》 
白棠子树,叶可提取芳香油   Disease:提取 Disease:香油 
白桐树,治风湿痛   Disease:风湿痛 
粗齿铁线莲,治风湿筋骨痛   Disease:风湿筋骨痛 
粗齿铁线莲,跌打损伤   Disease:跌打损伤 
粗齿铁线莲,血疼痛   Disease:血疼痛 
粗齿铁线莲,肢体麻木等症   Disease:肢体麻木 
粗齿铁线莲,治失音声嘶   Disease:失音声嘶 
粗齿铁线莲,杨梅疮毒   Disease:杨梅疮毒 
粗齿铁线莲,虫疮久烂等症   Disease:虫疮久烂 
粗齿铁线莲,秦岭植物志   Disease:秦岭植物 
白头翁属,治痢疾等症   Disease:痢疾 
白头翁属,也可作土农药   Disease:农药 
白头翁,治热毒血痢   Disease:热毒血痢 
白头翁,温疟   Disease:温疟 
白头翁,鼻衄   Disease:鼻衄 
白头翁,痔疮出血等症   Disease:痔疮出血 
白头翁,中药志   Disease:中药 
白头翁,治地老虎   Disease:地老虎 
白头翁,蚜虫   Disease:蚜虫 
白头翁,蝇蛆   Disease:蝇蛆 
白头翁,孑孓   Disease:孑孓 
白头翁,以及小麦锈病   Disease:小麦锈病 
白头翁,马铃薯晚疫病等病虫害   Disease:马铃薯晚疫病 Disease:病虫害 
白头翁,中国土农药志   Disease:中国 Disease:农药 
白透骨消,治筋骨痛   Disease:筋骨痛 
白透骨消,消肿   Disease:消肿 
白颜树,治寒湿   Disease:寒湿 
白叶瓜馥木,治风湿和痨伤   Disease:风湿 Disease:痨伤 
白叶莓,治风寒咳喘   Disease:风寒咳喘 
木紫珠,治鼻衄   Disease:鼻衄 
木紫珠,消化道出血或妇女崩漏   Disease:消化道出血 Disease:妇女崩漏 
木紫珠,根同效   Disease:同效 
白芷,治疗伤风头痛   Disease:疗伤风头痛 
白芷,风湿性关节疼痛及腰脚酸痛等症   Disease:风湿性关节疼痛 Disease:腰脚酸痛 
白芷,治菜青虫   Disease:菜青虫 
白芷,大豆蚜虫   Disease:大豆蚜虫 
白芷,小麦杆锈病等有一定效果   Disease:小麦杆锈病 Disease:一定效 
杭白芷,治风寒感冒   Disease:风寒感冒 
杭白芷,前额头痛   Disease:前额头痛 
杭白芷,鼻窦炎   Disease:鼻窦炎 
杭白芷,牙痛   Disease:牙痛 
杭白芷,痔漏   Disease:痔漏 
杭白芷,便血   Disease:便血 
杭白芷,白带   Disease:白带 
杭白芷,痈疖肿毒   Disease:痈疖肿毒 
杭白芷,烧伤等症   Disease:烧伤 
青海当归,治头痛   Disease:头痛 
青海当归,根代替当归   Disease:代替当归 
百灵草,治骨折   Disease:骨折 
百灵草,外伤出血   Disease:外伤出血 
百灵草,风湿   Disease:风湿 
百灵草,跌打痨伤   Disease:跌打痨伤 
百灵草,支气管炎   Disease:支气管炎 
百灵草,哮喘   Disease:哮喘 
百灵草,贫血等   Disease:贫血 
赪桐,治心慌心跳   Disease:心慌心跳 
赪桐,用根   
赪桐,叶作皮肤止痒药   Disease:皮肤止痒药 
赪桐,治外伤止血   Disease:外伤止血 
百蕊草,治中暑   Disease:中暑 
百蕊草,扁桃腺炎   Disease:扁桃腺炎 
百蕊草,腰痛等症   Disease:腰痛 
百蕊草,并作利尿剂   Disease:利尿剂 
芸香,治感冒发热   Disease:感冒发热 
芸香,风火牙痛   Disease:风火牙痛 
芸香,头痛   Disease:头痛 
芸香,跌打扭伤   Disease:跌打扭伤 
芸香,治小儿急性支气管炎和支气管粘膜炎   Disease:小儿急性支气管炎 Disease:支气管粘膜炎 
百足藤,治劳伤   Disease:劳伤 
百足藤,跌打   Disease:跌打 
百足藤,骨折   Disease:骨折 
百足藤,疮毒   Disease:疮毒 
红花寄生,治风湿性关节炎   Disease:风湿性关节炎 
红花寄生,胃痛等   Disease:胃痛 
红花寄生,民间以寄生于柚树   Disease:民间以寄生 Disease:柚树 
红花寄生,黄皮或桃树上的疗效较佳   Disease:黄皮 Disease:桃树上 Disease:疗效较佳 
柏拉木,治疮疖   Disease:疮疖 
墓头回,治崩漏   Disease:崩漏 
墓头回,赤白带   Disease:赤白带 
墓头回,民间并用以   Disease:间并 
酸叶胶藤,治跌打瘀肿   Disease:跌打瘀肿 
酸叶胶藤,风湿骨痛   Disease:风湿骨痛 
酸叶胶藤,疔疮   Disease:疔疮 
酸叶胶藤,喉痛和眼肿等   Disease:喉痛 Disease:眼肿 
斑花败酱,治跌打   Disease:跌打 
斑花败酱,叶外敷洗疮毒   Disease:疮毒 
斑花败酱,江西新建民间也用嫩叶作蔬菜食用   Disease:江西 Disease:建民 Disease:间也 Disease:菜食 
大斑花败酱,治阑尾炎   Disease:阑尾炎 
臭黄荆,治痢疾   Disease:痢疾 
臭黄荆,痔疮   Disease:痔疮 
臭黄荆,脱肛   Disease:脱肛 
臭黄荆,牙痛等症   Disease:牙痛 
臭黄荆,《四川中药志》   Disease:《四川中药 
滴水珠,治毒蛇咬伤   Disease:毒蛇咬伤 
滴水珠,胃痛   Disease:胃痛 
滴水珠,腰痛   Disease:腰痛 
滴水珠,漆疮   Disease:漆疮 
滴水珠,过敏性皮炎   Disease:过敏性皮炎 
滴水珠,治痈疮肿毒   Disease:痈疮肿毒 
滴水珠,跌打损伤   Disease:跌打损伤 
滴水珠,颈淋巴结结核   Disease:颈淋巴结结核 
滴水珠,乳腺炎   Disease:乳腺炎 
滴水珠,深部浓肿   Disease:深部浓肿 
木棉,治菌痢   Disease:菌痢 
木棉,肠炎   Disease:肠炎 
木棉,胃痛   Disease:胃痛 
木棉,治痢疾和月经过多   Disease:痢疾 Disease:月经过多 
板蓝,治中暑   Disease:中暑 
板蓝,腮腺炎   Disease:腮腺炎 
板蓝,肿毒   Disease:肿毒 
板蓝,毒蛇咬伤   Disease:毒蛇咬伤 
板蓝,菌痢   Disease:菌痢 
板蓝,急性肠炎   Disease:急性肠炎 
板蓝,咽喉炎   Disease:咽喉炎 
板蓝,口腔炎   Disease:口腔炎 
板蓝,扁桃体炎   Disease:扁桃体炎 
板蓝,肝炎   Disease:肝炎 
板蓝,丹毒   Disease:丹毒 
蓝树,治跌打   Disease:跌打 
蓝树,刀伤止血   Disease:刀伤止血 
绵穗苏,治瘫痪   Disease:瘫痪 
绵穗苏,感冒   Disease:感冒 
绵穗苏,畏寒   Disease:畏寒 
绵穗苏,头痛   Disease:头痛 
绵穗苏,疮毒   Disease:疮毒 
绵穗苏,产后诸病   Disease:产后诸病 
绵穗苏,劳伤   Disease:劳伤 
绵穗苏,吐血   Disease:吐血 
地桃花,治疗白痢   Disease:疗白痢 
胡颓子,治肺虚短气   Disease:肺虚短气 
胡颓子,根   
半枫荷,治风湿跌打   Disease:风湿跌打 
半枫荷,瘀积肿痛   Disease:瘀积肿痛 
半枫荷,产后风瘫等   Disease:产后风瘫 
华鼠尾草,治肝炎   Disease:肝炎 
华鼠尾草,面神经麻痹   Disease:面神经麻痹 
华鼠尾草,乳腺炎   Disease:乳腺炎 
华鼠尾草,痈疖   Disease:痈疖 
华鼠尾草,痛经及骨痛等症   Disease:痛经 Disease:骨痛 
华鼠尾草,四川江津用根泡酒内服   Disease:四川江津 Disease:酒内 
华鼠尾草,可调经活血   Disease:经活血 
华鼠尾草,广西用于去风湿及疮疥   Disease:广西 Disease:去风湿 Disease:疮疥 
长叶马兜铃,治疗喉痛   Disease:喉痛 
长叶马兜铃,痢疾   Disease:痢疾 
长叶马兜铃,胃肠炎等   Disease:胃肠炎 
瓣蕊唐松草,治黄疸型肝炎   Disease:黄疸型肝炎 
瓣蕊唐松草,腹泻   Disease:腹泻 
瓣蕊唐松草,内蒙古中草药   Disease:内蒙古中 
瓣蕊唐松草,痢疾   Disease:痢疾 
瓣蕊唐松草,渗出性皮炎等症   Disease:渗出性皮炎 
瓣蕊唐松草,宁夏中草药手册   Disease:宁夏中 Disease:药手册 
棒凤仙花,治痈疮肿毒   Disease:痈疮肿毒 
包疮叶,治疗急性黄胆型肝炎   Disease:急性黄胆型肝炎 
包疮叶,配伍   Disease:配伍 
宝盖草,治外伤骨折   Disease:外伤骨折 
宝盖草,跌打损伤红肿   Disease:跌打损伤红肿 
宝盖草,毒疮   Disease:毒疮 
宝盖草,瘫痪   Disease:瘫痪 
宝盖草,半身不遂   Disease:半身不遂 
宝盖草,高血压   Disease:高血压 
宝盖草,小儿肝热及脑漏等症   Disease:小儿肝热 Disease:脑漏 
小白撑,治腰肌劳损   Disease:腰肌劳损 
小白撑,风湿关节痛等症   Disease:风湿关节痛 
小白撑,云南中草药   Disease:云南中 
蔓胡颓子,治风湿骨痛   Disease:风湿骨痛 
蔓胡颓子,跌打肿痛   Disease:跌打肿痛 
蔓胡颓子,肝炎   Disease:肝炎 
蔓胡颓子,胃病   Disease:胃病 
抱石莲,治瘰疬等症   Disease:瘰疬 
杯苋,治跌打   Disease:跌打 
杯苋,驳骨   Disease:驳骨 
槲寄生,治风湿痹痛   Disease:风湿痹痛 
槲寄生,腰膝酸软   Disease:腰膝酸软 
槲寄生,胎动   Disease:胎动 
槲寄生,胎漏及降低血压等功效   Disease:胎漏 Disease:降低血压 Disease:功效 
北马兜铃,治血   
北马兜铃,止痛   Disease:止痛 
北马兜铃,利尿之效   Disease:利尿之效 
北鱼黄草,治劳伤疼痛   Disease:劳伤疼痛 
北鱼黄草,下肢肿痛及疔疮   Disease:下肢肿痛 Disease:疔疮 
北水苦荬,治跌打损伤   Disease:跌打损伤 
北乌头,治风湿性关节炎   Disease:风湿性关节炎 
北乌头,神经痛   Disease:神经痛 
北乌头,牙痛   Disease:牙痛 
北乌头,中风等症   Disease:中风 
北乌头,治稻螟虫   Disease:稻螟虫 
北乌头,棉蚜等虫害   Disease:棉蚜 Disease:虫害 
北乌头,以及棉花立枯病   Disease:棉花立枯病 
