HudongItem1,relation,HudongItem2
少药八角,parent taxon,八角属
少叶艾纳香,parent taxon,艾纳香属
少叶黄杞,parent taxon,黄杞属
舌瓣鼠尾草,parent taxon,鼠尾草属
舌岩白菜,parent taxon,岩白菜属
舌叶垂头菊,parent taxon,垂头菊属
舌柱麻,parent taxon,舌柱麻属
蛇根木,parent taxon,萝芙木属
舌柱麻属,parent taxon,荨麻科
深红龙胆,parent taxon,龙胆属
蛇藤属,parent taxon,鼠李科
麝香百合,parent taxon,百合属
深裂刺头菊,parent taxon,刺头菊属
蛇头荠,parent taxon,蛇头荠属
深裂鳞毛蕨,parent taxon,鳞毛蕨属
深裂苦荬菜,parent taxon,苦荬菜属
深裂龙胆,parent taxon,龙胆属
深紫吊石苣苔,parent taxon,吊石苣苔属
神黄豆,parent taxon,决明属
神父凤仙花,parent taxon,凤仙花属
深紫楼梯草,parent taxon,楼梯草属
深紫续断,parent taxon,川续断属
神农架冬青,parent taxon,冬青
神农架铁线莲,parent taxon,铁线莲属
深紫茴芹,parent taxon,茴芹属
神农架蒿,parent taxon,蒿属
神农石韦,parent taxon,石韦属
肾叶长蒴苣苔,parent taxon,长蒴苣苔属
省沽油属,parent taxon,省沽油科
师宗紫堇,parent taxon,紫堇属
生根冷水花,parent taxon,冷水花属
圣地红景天,parent taxon,红景天属
省沽油科,taxonomic type,省沽油属
湿地雪兔子,parent taxon,风毛菊属
圣罗勒,parent taxon,罗勒属
湿地勿忘草,parent taxon,勿忘草属
湿生扁蕾,parent taxon,扁蕾属
石丁香,parent taxon,石丁香属
十一叶雪胆,parent taxon,雪胆属
十字苣苔,parent taxon,十字苣苔属
十万大山润楠,parent taxon,润楠属
石防风,parent taxon,前胡属
石豆毛兰,parent taxon,毛兰属
石丁香属,parent taxon,茜草科
石果鹤虱,parent taxon,鹤虱属
石椒草属,parent taxon,芸香科
石灰花楸,parent taxon,花楸属
石灰岩绣线菊,parent taxon,绣线菊属
石筋草,parent taxon,冷水花属
石蝴蝶属,parent taxon,苦苣苔科
石花,parent taxon,珊瑚苣苔属
石山巴豆,parent taxon,巴豆属
石楠叶小檗,parent taxon,小檗属
石山豆腐柴,parent taxon,豆腐柴属
石沙参,parent taxon,沙参属
石生杜鹃,parent taxon,窄叶杜鹃
石生海桐,parent taxon,海桐花属
石生鸡脚参,parent taxon,鸡脚参属
石生螺序草,parent taxon,螺序草属
石生蒲桃,parent taxon,蒲桃属
实心苦竹,parent taxon,大明竹属
石异腺草,parent taxon,异腺草属
石月,parent taxon,野木瓜属
石竹叶龙胆,parent taxon,龙胆属
石竹属,parent taxon,石竹科
石竹叶繁缕,parent taxon,繁缕属
时珍淫羊藿,parent taxon,三枝九叶草
食用秋海棠,parent taxon,秋海棠属
史蒂瓦早熟禾,parent taxon,早熟禾属
食用葛,parent taxon,葛属
莳萝叶紫堇,parent taxon,紫堇属
莳萝蒿,parent taxon,蒿属
史米诺早熟禾,parent taxon,早熟禾属
史氏马先蒿,parent taxon,马先蒿属
矢叶垂头菊,parent taxon,垂头菊属
矢叶橐吾,parent taxon,橐吾属
疏齿茶,parent taxon,山茶属
书带薹草,parent taxon,薹草属
疏齿巴豆,parent taxon,巴豆属
疏齿小檗,parent taxon,小檗属
疏齿冬青,parent taxon,冬青
疏花鹅观草,parent taxon,鹅观草属
疏花粉条儿菜,parent taxon,粉条儿菜属
疏花火烧兰,parent taxon,火烧兰属
疏花山姜,parent taxon,山姜属
疏花风轮菜,parent taxon,风轮菜属
疏花凤仙花,parent taxon,凤仙花属
疏花臀果木,parent taxon,臀果木属
疏花葶苈,parent taxon,葶苈属
疏毛水苎麻,parent taxon,苎麻属
疏伞楼梯草,parent taxon,楼梯草属
疏毛绣线菊,parent taxon,绣线菊属
疏枝大黄,parent taxon,大黄属
疏枝泡花树,parent taxon,泡花树属
黍,parent taxon,黍属
鼠鞭草属,parent taxon,堇菜科
鼠鞭草,parent taxon,鼠鞭草属
黍属,taxonomic type,黍
双斑黄堇,parent taxon,紫堇属
栓皮栎,parent taxon,栎属
栓皮红山茶,parent taxon,山茶属
双果冬青,parent taxon,冬青
双核枸骨,parent taxon,冬青
栓皮木姜子,parent taxon,木姜子属
双果荠,parent taxon,双果荠属
栓叶安息香,parent taxon,安息香属
双沟卷柏,parent taxon,卷柏
双舌蝇子草,parent taxon,蝇子草属
双舌千里光,parent taxon,千里光属
双蕊鼠尾粟,parent taxon,鼠尾粟属
水薄荷,parent taxon,薄荷
水朝阳旋覆花,parent taxon,旋复花属
水晶棵子,parent taxon,水锦树属
水晶兰,parent taxon,水晶兰属
水忍冬,parent taxon,忍冬属
水芹属,parent taxon,伞形科
水金凤,parent taxon,凤仙花属
水青冈,parent taxon,水青冈属
水丝麻属,parent taxon,荨麻科
水丝麻,parent taxon,水丝麻属
水松,parent taxon,水松
水塔花,parent taxon,水塔花属
水田稗,parent taxon,稗属
水茄苳,parent taxon,玉蕊属
水金京,parent taxon,水锦树属
水甜茅,parent taxon,甜茅属
水田碎米荠,parent taxon,碎米荠属
硕大藨草,parent taxon,藨草属
四川山矾,parent taxon,山矾属
四川花楸,parent taxon,花楸属
似长瓣梅花草,parent taxon,梅花草属
似柔果薹草,parent taxon,薹草属
四子海桐,parent taxon,海桐花属
索白拉虎耳草,parent taxon,虎耳草属
索县黄堇,parent taxon,紫堇属
唢呐草属,parent taxon,虎耳草科
唢呐草,parent taxon,唢呐草属
丫蕊花,parent taxon,丫蕊花属
圆叶菝葜,parent taxon,菝葜属
圆叶八宝,parent taxon,八宝属
圆叶澳杨,parent taxon,澳杨属
圆叶扁担杆,parent taxon,扁担杆属
圆叶小石积,parent taxon,小石积属
圆叶栒子,parent taxon,栒子属
圆叶杨,parent taxon,杨属
圆叶野扁豆,parent taxon,野扁豆属
粤桂冬青,parent taxon,冬青
缘毛红豆,parent taxon,红豆属
云贵叶下珠,parent taxon,叶下珠属
云桂鸡矢藤,parent taxon,鸡矢藤属
云桂虎刺,parent taxon,虎刺属
云桂暗罗,parent taxon,暗罗属
云南叉柱兰,parent taxon,叉柱兰属
云南长蒴苣苔,parent taxon,长蒴苣苔属
云南柴胡,parent taxon,柴胡属
云南常山,parent taxon,常山属
云南叉柱花,parent taxon,叉柱花属
云南翠雀花,parent taxon,翠雀属
云南长柄山蚂蝗,parent taxon,长柄山蚂蝗属
云南哥纳香,parent taxon,哥纳香属
云南枫杨,parent taxon,枫杨属
云南割舌树,parent taxon,割舌树属
云南槐,parent taxon,槐属
云南瘤果芹,parent taxon,瘤果芹属
云南黄杞,parent taxon,黄杞属
云南连蕊茶,parent taxon,山茶属
云南花椒,parent taxon,花椒
云南黄连,parent taxon,黄连属
云南柳穿鱼,parent taxon,柳穿鱼属
云南链荚豆,parent taxon,链荚豆属
云南婆婆纳,parent taxon,婆婆纳属
云南葡萄,parent taxon,葡萄属
云南蒲桃,parent taxon,蒲桃属
云南七叶树,parent taxon,七叶树属
云南五加,parent taxon,五加属
云南石仙桃,parent taxon,石仙桃属
云南无忧花,parent taxon,无忧花属
云南乌口树,parent taxon,乌口树属
云南菥蓂,basionym,云南菥蓂
云南细裂芹,parent taxon,细裂芹属
云南柿,parent taxon,柿
云南溲疏,parent taxon,溲疏属
云南野海棠,parent taxon,野海棠属
云南沿阶草,parent taxon,沿阶草属
云南梧桐,parent taxon,梧桐属
云南无心菜,parent taxon,无心菜属
云南野独活,parent taxon,野独活属
云南野古草,parent taxon,野古草属
云南叶轮木,parent taxon,叶轮木属
云南野桐,parent taxon,野桐属
云南异燕麦,parent taxon,异燕麦属
云南异木患,parent taxon,异木患属
云南野扇花,parent taxon,野扇花属
云南醉魂藤,parent taxon,醉魂藤属
云杉属,subclass of,松科
云南紫薇,parent taxon,紫薇属
云山青冈,parent taxon,栎属
云山椴,parent taxon,椴树属
云南醉鱼草,parent taxon,醉鱼草属
云杉属,parent taxon,松科
西北山萮菜,parent taxon,山萮菜属
西北天门冬,parent taxon,天门冬属
西北栒子,parent taxon,栒子属
西伯利亚早熟禾,parent taxon,早熟禾属
西藏凹乳芹,parent taxon,凹乳芹属
西藏菝葜,parent taxon,菝葜属
西藏白苞芹,parent taxon,白苞芹属
西藏八角,parent taxon,八角属
西北风毛菊,parent taxon,风毛菊属
西藏白珠,parent taxon,白珠树属
西藏柏木,parent taxon,柏木属
西藏虎耳草,parent taxon,虎耳草属
西藏箭竹,parent taxon,箭竹属
西藏姜味草,parent taxon,姜味草属
西藏茴芹,parent taxon,茴芹属
西藏鼠尾草,parent taxon,鼠尾草属
西藏嵩草,parent taxon,嵩草属
西藏扭藿香,parent taxon,扭藿香属
西藏溲疏,parent taxon,溲疏属
西藏香青,parent taxon,香青属
西藏香竹,parent taxon,香竹属
西藏悬钩子,parent taxon,悬钩子属
西藏旋覆花,parent taxon,旋复花属
西藏水锦树,parent taxon,水锦树属
西府海棠,parent taxon,苹果属
西非羊角拗,parent taxon,羊角拗属
西固凤仙花,parent taxon,凤仙花属
西畴楼梯草,parent taxon,楼梯草属
西康扁桃,parent taxon,李属
西疆飞蓬,parent taxon,飞蓬属
西康野青茅,parent taxon,野青茅属
西葫芦,natural product of taxon,北瓜
西康花楸,parent taxon,花楸属
西可早熟禾,parent taxon,早熟禾属
西康绣线梅,parent taxon,绣线梅属
西南粗叶木,parent taxon,粗叶木属
西南莩草,parent taxon,狗尾草属
西南千金藤,parent taxon,千金藤属
西南千里光,parent taxon,千里光属
西南无心菜,parent taxon,无心菜属
西南泡花树,parent taxon,泡花树属
西南忍冬,parent taxon,忍冬属
西南蔷薇,parent taxon,蔷薇属
西南蝇子草,parent taxon,蝇子草属
西南鸢尾,parent taxon,鸢尾属
西南圆头蒿,parent taxon,蒿属
西南远志,parent taxon,远志属
西太白棘豆,parent taxon,棘豆属
西双紫薇,parent taxon,紫薇属
西域荚蒾,parent taxon,荚蒾属
溪边桑勒草,parent taxon,蜂斗草属
溪桫,parent taxon,溪桫属
稀羽鳞毛蕨,parent taxon,鳞毛蕨属
溪桫属,parent taxon,楝科
溪头秋海棠,parent taxon,秋海棠属
溪荪,parent taxon,鸢尾属
溪水薹草,parent taxon,薹草属
锡金蒲公英,parent taxon,蒲公英
溪头石豆兰,parent taxon,石豆兰属
锡金秋海棠,parent taxon,秋海棠属
锡金鼠尾草,parent taxon,鼠尾草属
锡金丝瓣芹,parent taxon,丝瓣芹属
锡金葶苈,parent taxon,葶苈属
锡金小檗,parent taxon,小檗属
喜马拉雅高原芥,parent taxon,高原芥属
喜马拉雅虎耳草,parent taxon,虎耳草属
喜马拉雅鹤虱,parent taxon,鹤虱属
喜林风毛菊,parent taxon,风毛菊属
喜马拉雅胡卢巴,parent taxon,胡卢巴属
喜马拉雅看麦娘,parent taxon,看麦娘属
喜冬草,parent taxon,喜冬草属
喜马拉雅柳兰,parent taxon,柳叶菜属
喜马拉雅珊瑚,parent taxon,桃叶珊瑚属
喜马拉雅香茅,parent taxon,香茅
喜马木犀榄,parent taxon,木犀榄属
喜泉卷耳,parent taxon,卷耳属
喜山葶苈,parent taxon,葶苈属
细苞胡椒,parent taxon,胡椒属
喜树,parent taxon,喜树属
喜雨草属,parent taxon,唇形科
细柄草属,parent taxon,禾本科
细柄繁缕,parent taxon,繁缕属
细柄柴胡,parent taxon,柴胡属
细柄凤仙花,parent taxon,凤仙花属
细柄茴芹,parent taxon,茴芹属
喜湿龙胆,parent taxon,龙胆属
喜湿箭竹,parent taxon,箭竹属
细柄石豆兰,parent taxon,石豆兰属
细柄蕈树,parent taxon,蕈树属
细波齿马先蒿,parent taxon,马先蒿属
细柄芋属,parent taxon,天南星科
细柄野青茅,parent taxon,野青茅属
细柄芋,parent taxon,细柄芋属
细叉梅花草,parent taxon,梅花草属
细萼连蕊茶,parent taxon,山茶属
细萼茶,parent taxon,山茶属
细点酸脚杆,parent taxon,酸脚杆属
细萼吊石苣苔,parent taxon,吊石苣苔属
细刺鹤虱,parent taxon,鹤虱属
细刺五加,parent taxon,五加属
细杆沙蒿,parent taxon,蒿属
细辐射枝藨草,parent taxon,藨草属
细秆甘蔗,parent taxon,甘蔗
细风轮菜,parent taxon,风轮菜属
细秆薹草,parent taxon,薹草属
细竿筇竹,parent taxon,筇竹属
细根茎黄精,parent taxon,黄精属
细梗附地菜,parent taxon,附地菜属
细梗黄鹌菜,parent taxon,黄鹌菜属
细齿紫麻,parent taxon,紫麻属
细梗耳草,parent taxon,耳草属
细梗胡枝子,parent taxon,胡枝子属
细梗络石,parent taxon,络石属
细果角茴香,parent taxon,角茴香属
细果长蒴苣苔,parent taxon,长蒴苣苔属
细果紫堇,parent taxon,紫堇属
细梗油丹,parent taxon,油丹属
细果嵩草,parent taxon,嵩草属
细果槐,parent taxon,槐属
细画眉草属,parent taxon,禾本科
细花玉凤花,parent taxon,玉凤花属
细基丸,parent taxon,暗罗属
细尖连蕊茶,parent taxon,山茶属
细花獐牙菜,parent taxon,獐牙菜属
细茎红门兰,parent taxon,红门兰属
细画眉草,parent taxon,细画眉草属
细茎马先蒿,parent taxon,马先蒿属
细茎驴蹄草,parent taxon,驴蹄草属
细茎蓼,parent taxon,蓼属
细裂黄鹌菜,parent taxon,黄鹌菜属
细距堇菜,parent taxon,堇菜属
细裂垂头菊,parent taxon,垂头菊属
细茎驼蹄瓣,parent taxon,霸王属
细孔紫金牛,parent taxon,紫金牛属
细裂藁本,parent taxon,藁本属
细裂叶马先蒿,parent taxon,马先蒿属
细裂芹,parent taxon,细裂芹属
细裂叶松蒿,parent taxon,松蒿属
细鳞鳞毛蕨,parent taxon,鳞毛蕨属
细裂银莲花,parent taxon,银莲花属
细毛樟,parent taxon,樟属
细毛香茶菜,parent taxon,香茶菜属
细木通,parent taxon,铁线莲属
细青皮,parent taxon,蕈树属
细雀麦,parent taxon,雀麦属
细软茴芹,parent taxon,茴芹属
细弱点地梅,parent taxon,点地梅属
细弱柳叶箬,parent taxon,柳叶箬属
细毛润楠,parent taxon,润楠属
细弱顶冰花,parent taxon,顶冰花属
细瘦卷柏,parent taxon,卷柏
细瘦米口袋,parent taxon,米口袋属
细毛拉拉藤,parent taxon,拉拉藤属
细弱落芒草,parent taxon,落芒草属
细瘦六道木,parent taxon,六道木属
细穗草,parent taxon,细穗草属
细穗肠须草,parent taxon,肠须草属
细尾冷水花,parent taxon,冷水花属
细叶刺子莞,parent taxon,刺子莞属
细叶臭草,parent taxon,臭草属
细天麻,parent taxon,天麻属
细叶短柱茶,parent taxon,山茶属
细叶地榆,parent taxon,地榆属
细叶丛菔,parent taxon,丛菔属
细叶卷柏,parent taxon,卷柏
细叶卷耳,parent taxon,卷耳属
细叶蓝钟花,parent taxon,蓝钟花属
细叶冷水花,parent taxon,冷水花属
细叶碎米荠,parent taxon,碎米荠属
细叶香茶菜,parent taxon,香茶菜属
细叶早熟禾,parent taxon,早熟禾属
细叶獐牙菜,parent taxon,獐牙菜属
细叶益母草,parent taxon,益母草属
细叶隐棱芹,parent taxon,隐棱芹属
细叶鸢尾,parent taxon,鸢尾属
细圆齿凤仙花,parent taxon,凤仙花属
细叶野牡丹,parent taxon,野牡丹属
细圆藤,parent taxon,细圆藤属
细叶针茅,parent taxon,针茅属
细蝇子草,parent taxon,蝇子草属
细枝木蓼,parent taxon,木蓼属
细枝龙血树,parent taxon,龙血树属
细枝天门冬,parent taxon,天门冬属
细枝栒子,parent taxon,栒子属
细枝绣线菊,parent taxon,绣线菊属
细枝苋,parent taxon,苋属
狭苞斑种草,parent taxon,斑种草属
细子灯心草,parent taxon,灯心草属
狭瓣鹰爪花,parent taxon,鹰爪花属
狭苞兔耳草,parent taxon,兔耳草属
狭苞橐吾,parent taxon,橐吾属
狭苞香青,parent taxon,香青属
细锥香茶菜,parent taxon,香茶菜属
细籽柳叶菜,parent taxon,柳叶菜属
狭苞悬钩子,parent taxon,悬钩子属
狭齿水苏,parent taxon,水苏属
狭翅兔儿风,parent taxon,兔儿风属
狭萼冠唇花,parent taxon,冠唇花属
狭顶鳞毛蕨,parent taxon,鳞毛蕨属
狭瓣紫薇,parent taxon,紫薇属
狭萼折柄茶,parent taxon,折柄茶属
狭瓣玉凤花,parent taxon,玉凤花属
狭萼扁担杆,parent taxon,扁担杆属
狭萼紫金牛,parent taxon,紫金牛属
狭萼吊石苣苔,parent taxon,吊石苣苔属
狭耳坭竹,parent taxon,簕竹属
狭冠长蒴苣苔,parent taxon,长蒴苣苔属
狭管黄芩,parent taxon,黄芩属
狭鳞鳞毛蕨,parent taxon,鳞毛蕨属
狭矩芒毛苣苔,parent taxon,芒毛苣苔属
狭果鹤虱,parent taxon,鹤虱属
狭裂乌头,parent taxon,乌头属
狭果葶苈,parent taxon,葶苈属
狭腔芹,parent taxon,狭腔芹属
狭腔芹属,parent taxon,伞形科
狭舌垂头菊,parent taxon,垂头菊属
狭舌多榔菊,parent taxon,多榔菊属
狭室马先蒿,parent taxon,马先蒿属
狭序鸡矢藤,parent taxon,鸡矢藤属
狭叶艾纳香,parent taxon,艾纳香属
狭叶叉柱花,parent taxon,叉柱花属
狭叶茶,parent taxon,山茶属
狭叶短檐苣苔,parent taxon,短檐苣苔属
狭叶花椒,parent taxon,花椒
狭叶藜芦,parent taxon,藜芦属
狭叶蓼,parent taxon,蓼属
狭叶鳞毛蕨,parent taxon,鳞毛蕨属
狭叶瘤足蕨,parent taxon,瘤足蕨科
狭叶瘤果茶,parent taxon,山茶属
狭叶坡垒,parent taxon,坡垒属
狭叶葡萄,parent taxon,葡萄属
狭叶南星,parent taxon,天南星属
狭叶蒲桃,parent taxon,蒲桃属
狭叶沙参,parent taxon,沙参属
狭叶忍冬,parent taxon,忍冬属
狭叶酸模,parent taxon,酸模属
狭叶山黄麻,parent taxon,山黄麻属
狭叶天料木,parent taxon,天料木属
狭叶山矾,parent taxon,山矾属
狭叶香茶菜,parent taxon,香茶菜属
狭叶小檗,parent taxon,小檗属
狭叶五加,parent taxon,五加属
下花细辛,parent taxon,细辛属
下江忍冬,parent taxon,忍冬属
霞山坭竹,parent taxon,簕竹属
下江委陵菜,parent taxon,委陵菜属
狭叶油茶,parent taxon,山茶属
下延叶古当归,parent taxon,古当归属
下延石韦,parent taxon,石韦属
夏天无,parent taxon,紫堇属
夏栎,subclass of,栎属
夏蜡梅属,parent taxon,蜡梅科
夏飘拂草,parent taxon,飘拂草属
夏须草,parent taxon,夏须草属
夏雪片莲,parent taxon,石蒜科
夏至草,parent taxon,夏至草属
夏蜡梅属,taxonomic type,美国蜡梅
夏栎,parent taxon,栎属
仙居苦竹,parent taxon,大明竹属
仙笔鹤顶兰,parent taxon,鹤顶兰属
仙客来垂头菊,parent taxon,垂头菊属
纤袅凤仙花,parent taxon,凤仙花属
纤毛鹅观草,parent taxon,鹅观草属
纤维马唐,parent taxon,马唐属
纤细柴胡,parent taxon,柴胡属
纤细茨藻,parent taxon,茨藻属
纤细风毛菊,parent taxon,风毛菊属
纤细花楸,parent taxon,花楸属
纤尾桃叶珊瑚,parent taxon,桃叶珊瑚属
纤细黄鹌菜,parent taxon,黄鹌菜属
纤细千金藤,parent taxon,千金藤属
纤细山莓草,parent taxon,山莓草属
纤细薯蓣,parent taxon,薯蓣属
纤细婆罗门参,parent taxon,婆罗门参属
纤细山槟榔,parent taxon,山槟榔属
纤细嵩草,parent taxon,嵩草属
显苞乌头,parent taxon,乌头属
显齿蛇葡萄,parent taxon,蛇葡萄属
显苞过路黄,parent taxon,珍珠菜属
显脉杜英,parent taxon,杜英属
显苞楼梯草,parent taxon,楼梯草属
显苞灯心草,parent taxon,灯心草属
显脉金花茶,parent taxon,山茶属
显脉罗伞,parent taxon,掌叶树属
显脉楼梯草,parent taxon,楼梯草属
显脉青藤,parent taxon,青藤属
显脉山绿豆,parent taxon,山蚂蝗属
显脉鸢尾兰,parent taxon,鸢尾兰属
显脉小檗,parent taxon,小檗属
显脉旋覆花,parent taxon,旋复花属
显鞘风毛菊,parent taxon,风毛菊属
显异薹草,parent taxon,薹草属
显柱楼梯草,parent taxon,楼梯草属
显柱乌头,parent taxon,乌头属
显脉獐牙菜,parent taxon,獐牙菜属
显著马先蒿,parent taxon,马先蒿属
线苞棘豆,parent taxon,棘豆属
线花南星,parent taxon,天南星属
线裂棱子芹,parent taxon,棱子芹属
线茎虎耳草,parent taxon,虎耳草属
线条芒毛苣苔,parent taxon,芒毛苣苔属
线萼金花树,parent taxon,柏拉木属
线叶金合欢,parent taxon,金合欢
线叶筋骨草,parent taxon,筋骨草属
线叶黄杨,parent taxon,黄杨属
线叶蓼,parent taxon,蓼属
线叶菊属,parent taxon,菊科
线叶菊,parent taxon,线叶菊属
线叶丛菔,parent taxon,丛菔属
线叶水蜡烛,parent taxon,水蜡烛属
线叶拉拉藤,parent taxon,拉拉藤属
线叶粟米草,parent taxon,粟米草属
线叶葶苈,parent taxon,葶苈属
线叶卫矛,parent taxon,卫矛属
线叶旋覆花,parent taxon,旋复花属
线叶无心菜,parent taxon,无心菜属
腺点风毛菊,parent taxon,风毛菊属
腺萼半蒴苣苔,parent taxon,半蒴苣苔属
陷脉鼠李,parent taxon,鼠李属
腺萼蝇子草,parent taxon,蝇子草属
腺斑山矾,parent taxon,山矾属
腺萼木属,parent taxon,茜草科
腺果苓菊,parent taxon,苓菊属
腺齿紫金牛,parent taxon,紫金牛属
腺果蔷薇,parent taxon,蔷薇属
腺果藤,parent taxon,腺果藤属
腺花香茶菜,parent taxon,香茶菜属
腺齿紫金牛,taxon synonym,狭萼紫金牛
腺果藤属,parent taxon,紫茉莉科
腺毛短星菊,parent taxon,短星菊属
腺毛耧斗菜,parent taxon,耧斗菜属
腺毛黑种草,parent taxon,黑种草属
腺毛鳞毛蕨,parent taxon,鳞毛蕨属
腺毛马蓝,parent taxon,马蓝属
腺毛锦香草,parent taxon,锦香草属
腺毛虎耳草,parent taxon,虎耳草属
腺毛莓,parent taxon,悬钩子属
腺茉莉,parent taxon,大青属
腺毛莸,parent taxon,掌叶石蚕属
腺毛莸,taxon synonym,腺毛莸
腺木叶蛇根草,parent taxon,蛇根草属
腺药珍珠菜,parent taxon,珍珠菜属
腺叶暗罗,parent taxon,暗罗属
腺叶豆腐柴,parent taxon,豆腐柴属
腺毛莸,basionym,腺毛莸
相近石韦,parent taxon,石韦属
相似石韦,parent taxon,石韦属
相思树,parent taxon,金合欢
香蜂花,parent taxon,唇形科
香港巴豆,parent taxon,巴豆属
香港耳草,parent taxon,耳草属
香港红山茶,parent taxon,山茶属
香港过路黄,parent taxon,珍珠菜属
相岭南星,parent taxon,天南星属
香港瓜馥木,parent taxon,瓜馥木属
香港马兜铃,parent taxon,马兜铃属
香港凤仙花,parent taxon,凤仙花属
香港马鞍树,parent taxon,马鞍树属
香港卷瓣兰,parent taxon,石豆兰属
香港毛兰,parent taxon,毛兰属
香港毛蕊茶,parent taxon,山茶属
香港远志,parent taxon,远志属
香根草属,parent taxon,禾本科
香胶蒲桃,parent taxon,蒲桃属
香简草,parent taxon,香简草属
香姜,parent taxon,山姜属
香科科,parent taxon,香科科属
香兰,parent taxon,香兰属
香木莲,parent taxon,木莲属
香皮树,parent taxon,泡花树属
香蒲,parent taxon,香蒲属
香蒲桃,parent taxon,蒲桃属
香堇菜,parent taxon,堇菜属
香蒲属,parent taxon,香蒲科
香简草属,parent taxon,唇形科
香蒲属,taxonomic type,宽叶香蒲
香蕉,natural product of taxon,芭蕉属
香蕉,different from,大蕉
香雪球,parent taxon,香雪球属
香石蒜,parent taxon,石蒜属
香线柱兰,parent taxon,线柱兰属
香杨,parent taxon,杨属
香雪兰属,parent taxon,鸢尾科
香桃木属,taxonomic type,香桃木
香叶木,parent taxon,香叶木
香叶木属,parent taxon,茜草科
香叶子,parent taxon,山胡椒属
香叶天竺葵,parent taxon,天竺葵属
香蝇子草,parent taxon,蝇子草属
香叶树,parent taxon,山胡椒属
湘桂新木姜子,parent taxon,新木姜子属
响铃金锦香,parent taxon,金锦香属
镶形觿茅,parent taxon,觿茅属
响毛杨,parent taxon,杨属
向日垂头菊,parent taxon,垂头菊属
象耳豆,parent taxon,象耳豆属
香莸,taxon synonym,香莸
小苞黄脉爵床,parent taxon,黄脉爵床属
小瓣金花茶,parent taxon,山茶属
小瓣小檗,parent taxon,小檗属
小瓣萼距花,parent taxon,萼距花属
小白藜,parent taxon,藜属
小苞瓦松,parent taxon,瓦松属
小滨菊属,parent taxon,菊科
小杯红景天,parent taxon,红景天属
小柄果海桐,parent taxon,海桐花属
小苞沟酸浆,parent taxon,沟酸浆属
小檗美登木,parent taxon,美登木属
小驳骨,parent taxon,珊瑚花属
小檗叶石楠,parent taxon,石楠属
小草,parent taxon,小草属
小草海桐,parent taxon,草海桐属
小草蔻,parent taxon,山姜属
小草属,parent taxon,禾本科
小慈姑,parent taxon,慈姑属
小茨藻,parent taxon,茨藻属
小刺毛假糙苏,parent taxon,假糙苏属
小刺蕊草,parent taxon,刺蕊草属
小丛点地梅,parent taxon,点地梅属
小檗科,taxonomic type,小檗属
小大黄,parent taxon,大黄属
小兜蕊兰,parent taxon,兜蕊兰属
小杜鹃,parent taxon,杜鹃属
小萼菜豆树,parent taxon,菜豆树属
小甘菊,parent taxon,小甘菊属
小蜂斗草,parent taxon,蜂斗草属
小短尖虎耳草,parent taxon,虎耳草属
小独花报春,parent taxon,独花报春属
小刚毛虎耳草,parent taxon,虎耳草属
小根马先蒿,parent taxon,马先蒿属
小勾儿茶,parent taxon,小勾儿茶属
小萼飞蛾藤,parent taxon,飞蛾藤属
小沟稃草,parent taxon,沟稃草属
小勾儿茶属,parent taxon,鼠李科
小钩叶藤,parent taxon,钩叶藤属
小谷精草,parent taxon,谷精草属
小果虎耳草,parent taxon,虎耳草属
小果蜡瓣花,parent taxon,蜡瓣花属
小果唐松草,parent taxon,唐松草属
小果丫蕊花,parent taxon,丫蕊花属
小花杓兰,parent taxon,杓兰属
小果雪兔子,parent taxon,风毛菊属
小果卫矛,parent taxon,卫矛属
小花报春茜,parent taxon,报春茜属
小花党参,parent taxon,党参属
小花钗子股,parent taxon,钗子股属
小花车前,parent taxon,车前属
小花粗叶木,parent taxon,粗叶木属
小花大参,parent taxon,大参属
小花金花茶,parent taxon,山茶属
小花斑籽,parent taxon,斑籽属
小花剪股颖,parent taxon,剪股颖属
小花角茴香,parent taxon,角茴香属
小花金挖耳,parent taxon,天名精属
小花耧斗菜,parent taxon,耧斗菜属
小花牛齿兰,parent taxon,牛齿兰属
小花楠,parent taxon,楠属
小花脓疮草,parent taxon,脓疮草属
小花青藤,parent taxon,青藤属
小花蒲公英,parent taxon,蒲公英
小花瓦莲,parent taxon,瓦莲属
小花溲疏,parent taxon,溲疏属
小花藤,parent taxon,小花藤属
小花碎米荠,parent taxon,碎米荠属
小花水锦树,parent taxon,水锦树属
小黄管,parent taxon,小黄管属
小花葶苈,parent taxon,葶苈属
小花紫玉盘,parent taxon,紫玉盘属
小花紫薇,parent taxon,紫薇属
小花紫堇,parent taxon,紫堇属
小槐花,parent taxon,山蚂蝗属
小黄构,parent taxon,荛花属
小金梅草,parent taxon,小金梅草属
小荩草,parent taxon,荩草属
小距凤仙花,parent taxon,凤仙花属
小距紫堇,parent taxon,紫堇属
小蔓长春花,parent taxon,蔓长春花属
小牵牛,parent taxon,小牵牛属
小婆婆纳,parent taxon,婆婆纳属
小漆树,parent taxon,盐肤木属
小沙蓬,parent taxon,沙蓬属
小伞虎耳草,parent taxon,虎耳草属
小伞花繁缕,parent taxon,繁缕属
小沙拐枣,parent taxon,沙拐枣属
小穗凤仙花,parent taxon,凤仙花属
小糖芥,parent taxon,糖芥属
小芹属,parent taxon,伞形科
小天仙子,parent taxon,天仙子属
小蓑衣藤,parent taxon,铁线莲属
小牙草,parent taxon,小牙草属
小眼子菜,parent taxon,眼子菜属
