HudongItem,relation,NewNode
披裂蓟,taxon rank,种
披针瘤足蕨,taxon rank,种
披针新月蕨,basionym,Polypodium penangianum
披碱草,instance of,生物分类单元
披散点地梅,instance of,生物分类单元
泡泡叶杜鹃,instance of,生物分类单元
泡叶风毛菊,instance of,生物分类单元
泡泡刺,instance of,生物分类单元
泡腺血桐,instance of,生物分类单元
泡沫龙胆,instance of,生物分类单元
泡囊草属,instance of,生物分类单元
披针叶风筝果,parent taxon,飞鸢果属
披裂蓟,parent taxon,蓟属
披碱草,taxon rank,种
披散点地梅,taxon rank,种
泡泡叶杜鹃,taxon rank,种
泡叶风毛菊,taxon rank,种
泡泡刺,taxon rank,种
泡腺血桐,taxon rank,种
泡沫龙胆,taxon rank,种
泡囊草属,taxon rank,属
泡鳞肋毛蕨,instance of,生物分类单元
泡囊草,instance of,生物分类单元
泡毛杜鹃,instance of,生物分类单元
泡花树,instance of,生物分类单元
泡泡毛蕨,instance of,生物分类单元
盘状合头菊,instance of,生物分类单元
盘状橐吾,instance of,生物分类单元
泡核桃,instance of,生物分类单元
披碱草,parent taxon,批碱草属
泡泡叶杜鹃,parent taxon,杜鹃花属
泡鳞肋毛蕨,taxon rank,种
泡囊草,taxon rank,种
泡毛杜鹃,taxon rank,种
泡花树,taxon rank,种
泡泡毛蕨,taxon rank,种
盘状合头菊,taxon rank,种
盘状橐吾,taxon rank,种
泡核桃,taxon rank,种
盘果草属,instance of,生物分类单元
帕米尔雀麦,instance of,生物分类单元
盘龙七,instance of,生物分类单元
帕米尔黄耆,instance of,生物分类单元
帕米尔扇穗茅,instance of,生物分类单元
蕨叶假福王草,instance of,生物分类单元
蕨叶千里光,instance of,生物分类单元
蕨叶人字果,instance of,生物分类单元
泡鳞肋毛蕨,parent taxon,Ctenitis
泡毛杜鹃,parent taxon,杜鹃花属
泡泡毛蕨,parent taxon,Cyclosorus
盘状合头菊,parent taxon,Syncalathium
盘果草属,taxon rank,属
帕米尔雀麦,taxon rank,种
盘龙七,taxon rank,种
帕米尔黄耆,taxon rank,种
帕米尔扇穗茅,taxon rank,种
蕨叶假福王草,taxon rank,种
蕨叶千里光,taxon rank,种
蕨叶人字果,taxon rank,种
盘状合头菊,basionym,Crepis disciformis
帕米尔苓菊,instance of,生物分类单元
蕨叶鼠尾草,instance of,生物分类单元
蕨叶马先蒿,instance of,生物分类单元
绢毛杜英,instance of,生物分类单元
蕨萁,instance of,生物分类单元
帕米尔黄堇,instance of,生物分类单元
绢毛大青,instance of,生物分类单元
绢柳林忍冬,instance of,生物分类单元
帕米尔黄耆,parent taxon,黄芪
蕨叶假福王草,parent taxon,Paraprenanthes
帕米尔苓菊,taxon rank,种
蕨叶鼠尾草,taxon rank,种
蕨叶马先蒿,taxon rank,种
绢毛杜英,taxon rank,种
蕨萁,taxon rank,种
帕米尔黄堇,taxon rank,种
绢毛大青,taxon rank,种
绢柳林忍冬,taxon rank,种
盘果草属,basionym,Paracaryum sect. Mattiastrum
帕米尔扇穗茅,basionym,Bromus alaicus
蕨叶人字果,basionym,Isopyrum dalzielii
绢柳,instance of,生物分类单元
卷边花楸,instance of,生物分类单元
卷边拉拉藤,instance of,生物分类单元
卷丹,instance of,生物分类单元
卷萼兜兰,instance of,生物分类单元
卷边紫金牛,instance of,生物分类单元
卷边球兰,instance of,生物分类单元
卷边柳,instance of,生物分类单元
蕨萁,parent taxon,Botrypus
盘果草属,topic's main category,Category:盘果草属
绢柳,taxon rank,种
卷边花楸,taxon rank,种
卷边拉拉藤,taxon rank,种
卷丹,taxon rank,种
卷萼兜兰,taxon rank,种
卷边紫金牛,taxon rank,种
卷边球兰,taxon rank,种
卷边柳,taxon rank,种
蕨萁,basionym,Osmunda virginiana
聚花草,instance of,生物分类单元
聚花草属,instance of,生物分类单元
聚果绞股蓝,instance of,生物分类单元
聚合草属,instance of,生物分类单元
聚花白鹤藤,instance of,生物分类单元
聚果九节,instance of,生物分类单元
聚花白饭树,instance of,生物分类单元
菊叶红景天,instance of,生物分类单元
绢柳,parent taxon,柳树
卷萼兜兰,parent taxon,兜兰属
卷边柳,parent taxon,柳树
蕨萁,different from,Botrychium virginianum
聚花草,taxon rank,种
聚花草属,taxon rank,属
聚果绞股蓝,taxon rank,种
聚合草属,taxon rank,属
聚花白鹤藤,taxon rank,种
聚果九节,taxon rank,种
聚花白饭树,taxon rank,种
菊叶红景天,taxon rank,种
卷边花楸,basionym,Pyrus insignis
卷丹,has fruit type,蒴果
卷萼兜兰,basionym,Cypripedium appletonianum
菊三七属,instance of,生物分类单元
菊三七,instance of,生物分类单元
菊芹属,instance of,生物分类单元
九羽见血飞,instance of,生物分类单元
九窝虎耳草,instance of,生物分类单元
九芎,instance of,生物分类单元
荩草属,instance of,生物分类单元
聚花草属,parent taxon,鸭跖草亚科
聚花白鹤藤,parent taxon,白鹤藤属
卷丹,this taxon is source of,Lilii Bulbus
卷萼兜兰,IUCN conservation status,濒危物种
菊三七属,taxon rank,属
菊三七,taxon rank,种
菊芹属,taxon rank,属
九羽见血飞,taxon rank,种
九窝虎耳草,taxon rank,种
九芎,taxon rank,种
荩草属,taxon rank,属
聚花草,IUCN conservation status,无危物种
聚花草属,topic's main category,Category:Floscopa
聚合草属,has fruit type,nucule
聚花白鹤藤,basionym,Ipomoea osyrensis
菊叶红景天,basionym,Sedum chrysanthemifolium
卷丹,topic's main category,Category:Lilium lancifolium
卷萼兜兰,topic's main category,Category:Paphiopedilum appletonianum
浸水营木姜子,instance of,生物分类单元
近光滑小檗,instance of,生物分类单元
近多鳞鳞毛蕨,instance of,生物分类单元
缙云冬青,instance of,生物分类单元
荩草,instance of,生物分类单元
近等叶虎耳草,instance of,生物分类单元
金塔火焰花,instance of,生物分类单元
浸水营柯,instance of,生物分类单元
菊三七属,parent taxon,Senecioninae
菊芹属,parent taxon,千里光族
九羽见血飞,parent taxon,美洲云实属
聚合草属,topic's main category,Category:聚合草属
浸水营木姜子,taxon rank,种
近光滑小檗,taxon rank,种
近多鳞鳞毛蕨,taxon rank,种
缙云冬青,taxon rank,种
荩草,taxon rank,种
近等叶虎耳草,taxon rank,种
金塔火焰花,taxon rank,种
浸水营柯,taxon rank,种
菊三七属,topic's main category,Category:菊三七属
菊三七,basionym,Senecio japonicus
菊芹属,topic's main category,Category:菊芹属
九芎,topic's main category,Category:Lagerstroemia subcostata
荩草属,topic's main category,Category:Arthraxon
聚合草属,described by source,Encyclopedia of Armenian Nature
金塔隔距兰,instance of,生物分类单元
金星蕨科,instance of,生物分类单元
金秀杜鹃,instance of,生物分类单元
金阳厚喙菊,instance of,生物分类单元
金粟兰属,instance of,生物分类单元
金塔柽柳,instance of,生物分类单元
金铁锁,instance of,生物分类单元
金莲木科,instance of,生物分类单元
浸水营柯,parent taxon,石栎属
金塔隔距兰,taxon rank,种
金星蕨科,taxon rank,科
金秀杜鹃,taxon rank,种
金阳厚喙菊,taxon rank,种
金粟兰属,taxon rank,属
金塔柽柳,taxon rank,种
金铁锁,taxon rank,种
金莲木科,taxon rank,科
浸水营木姜子,subject has role,基名
金花茶,instance of,生物分类单元
金虎尾,instance of,生物分类单元
金花菜,instance of,生物分类单元
金莲木属,instance of,生物分类单元
金锦香属,instance of,生物分类单元
金花忍冬,instance of,生物分类单元
金江杜鹃,instance of,生物分类单元
金虎尾属,instance of,生物分类单元
金星蕨科,parent taxon,Aspleniineae
金秀杜鹃,parent taxon,杜鹃花属
金塔柽柳,parent taxon,红荆
金莲木科,parent taxon,山茶目
金花茶,taxon rank,种
金虎尾,taxon rank,种
金花菜,taxon rank,属
金莲木属,taxon rank,属
金锦香属,taxon rank,属
金花忍冬,taxon rank,种
金江杜鹃,taxon rank,种
金虎尾属,taxon rank,属
金塔隔距兰,topic's main category,Category:Cleisostoma filiforme
金星蕨科,topic's main category,Category:金星蕨科
金粟兰属,has fruit type,核果
金莲木科,parent taxon,Guttiferales
芥菜,instance of,生物分类单元
节毛耳蕨,instance of,生物分类单元
节节木属,instance of,生物分类单元
节节麦,instance of,生物分类单元
节节团扇蕨,instance of,生物分类单元
节毛风毛菊,instance of,生物分类单元
节节红,instance of,生物分类单元
角叶鞘柄木,instance of,生物分类单元
金花菜,parent taxon,车轴草族
金莲木属,parent taxon,Ochninae
金江杜鹃,parent taxon,杜鹃花属
金粟兰属,topic's main category,Category:金粟兰属
金莲木科,parent taxon,牻牛儿苗目
芥菜,taxon rank,种
节毛耳蕨,taxon rank,种
节节木属,taxon rank,属
节节麦,taxon rank,种
节节团扇蕨,taxon rank,种
节毛风毛菊,taxon rank,种
节节红,taxon rank,种
角叶鞘柄木,taxon rank,种
金花茶,basionym,Theopsis chrysantha
金虎尾,topic's main category,Category:Malpighia coccigera
金花菜,parent taxon,Papilionoideae
金莲木属,taxon synonym,Discladium
金锦香属,has fruit type,蒴果
金花忍冬,has fruit type,浆果
金虎尾属,taxonomic type,西印度樱桃
金莲木科,parent taxon,Parietales
角盘兰,instance of,生物分类单元
降落伞,subclass of,运动用品
降真香,instance of,生物分类单元
降龙草,instance of,生物分类单元
蒋英木,instance of,生物分类单元
蒋氏马先蒿,instance of,生物分类单元
蒋英冬青,instance of,生物分类单元
疆菊,instance of,生物分类单元
芥菜,parent taxon,芸薹属
节毛耳蕨,parent taxon,Polystichum
节节木属,parent taxon,Salsoleae
节节团扇蕨,parent taxon,Gonocormus
角叶鞘柄木,parent taxon,Torricellia
金花茶,IUCN conservation status,易危物种
金花菜,topic's main category,Category:苜蓿属
金莲木属,taxonomic type,Ochna jabotapita
金锦香属,topic's main category,Category:金锦香属
金虎尾属,has fruit type,核果
金莲木科,parent taxon,Ochnales
角盘兰,taxon rank,种
降落伞,subclass of,military equipment
降真香,taxon rank,种
降龙草,taxon rank,种
蒋英木,taxon rank,种
蒋氏马先蒿,taxon rank,种
蒋英冬青,taxon rank,种
疆菊,taxon rank,种
芥菜,basionym,Sinapis juncea
节节木属,topic's main category,Category:节节木属
节节麦,IUCN conservation status,无危物种
节节红,basionym,Conyza fistulosa
金花菜,topic's main category,Category:Medicago
金莲木属,topic's main category,Category:Ochna
金虎尾属,topic's main category,Category:金虎尾属
金莲木科,parent taxon,金虎尾目
疆菊属,instance of,生物分类单元
疆南星属,instance of,生物分类单元
江孜蒿,instance of,生物分类单元
江孜繁缕,instance of,生物分类单元
江西马先蒿,instance of,生物分类单元
江西腊,instance of,生物分类单元
江西杜鹃,instance of,生物分类单元
江西大青,instance of,生物分类单元
降落伞,topic's main category,Category:Parachute
降真香,parent taxon,山油柑属
蒋英木,parent taxon,Tsiangia
芥菜,has fruit type,角果
金花菜,described by source,Ottův slovník naučný
金莲木科,taxon synonym,水母柱科
疆菊属,taxon rank,属
疆南星属,taxon rank,属
江孜蒿,taxon rank,种
江孜繁缕,taxon rank,种
江西马先蒿,taxon rank,种
江西腊,taxon rank,种
江西杜鹃,taxon rank,种
江西大青,taxon rank,种
角盘兰,basionym,Ophrys monorchis
降落伞,described by source,Ottův slovník naučný
降真香,basionym,Jambolifera pedunculata
疆菊,basionym,Serratula tenuifolia
芥菜,this taxon is source of,芥菜籽
金莲木科,taxon synonym,羽叶树科
江达柳,instance of,生物分类单元
箭叶水苏,instance of,生物分类单元
剑叶梭罗,instance of,生物分类单元
剑叶石斛,instance of,生物分类单元
见血飞,instance of,生物分类单元
剑齿蛇根草,instance of,生物分类单元
坚木山矾,instance of,生物分类单元
坚髓杜茎山,instance of,生物分类单元
疆南星属,parent taxon,天南星亚科
江西腊,parent taxon,Callistephus
江西杜鹃,parent taxon,杜鹃花属
角盘兰,has fruit type,蒴果
芥菜,topic's main category,Category:芥菜
金莲木科,taxon synonym,Lophiraceae
江达柳,taxon rank,种
箭叶水苏,taxon rank,种
剑叶梭罗,taxon rank,种
剑叶石斛,taxon rank,种
见血飞,taxon rank,种
剑齿蛇根草,taxon rank,种
坚木山矾,taxon rank,种
坚髓杜茎山,taxon rank,种
疆菊属,topic's main category,Category:疆菊属
疆南星属,taxonomic type,Arum maculatum
江西腊,basionym,Aster chinensis
角盘兰,topic's main category,Category:Herminium monorchis
尖叶藁本,instance of,生物分类单元
尖叶火烧兰,instance of,生物分类单元
尖叶厚壳桂,instance of,生物分类单元
尖叶茶藨子,instance of,生物分类单元
尖叶桂樱,instance of,生物分类单元
尖叶假龙胆,instance of,生物分类单元
尖叶花椒,instance of,生物分类单元
尖叶茴芹,instance of,生物分类单元
江达柳,parent taxon,柳树
剑叶石斛,parent taxon,石斛兰属
见血飞,parent taxon,见血飞属
坚髓杜茎山,parent taxon,Maesa
疆南星属,has fruit type,浆果
江西腊,topic's main category,Category:Callistephus chinensis
金莲木科,topic's main category,Category:Ochnaceae
尖叶藁本,taxon rank,种
尖叶火烧兰,taxon rank,种
尖叶厚壳桂,taxon rank,种
尖叶茶藨子,taxon rank,种
尖叶桂樱,taxon rank,种
尖叶假龙胆,taxon rank,种
尖叶花椒,taxon rank,种
尖叶茴芹,taxon rank,种
箭叶水苏,basionym,Phlomis sagittata
见血飞,basionym,Caesalpinia cucullata
疆南星属,award received,Poisonous Plant of the Year
假香冬青,instance of,生物分类单元
假羊茅,instance of,生物分类单元
假稀羽鳞毛蕨,instance of,生物分类单元
假小叶黄堇,instance of,生物分类单元
假香附子,instance of,生物分类单元
假野芝麻,instance of,生物分类单元
假斜叶榕,instance of,生物分类单元
假烟叶树,instance of,生物分类单元
尖叶茶藨子,parent taxon,茶藨子科
尖叶桂樱,parent taxon,Laurocerasus
见血飞,topic's main category,Category:Mezoneuron cucullatum
疆南星属,topic's main category,Category:疆南星属
假香冬青,taxon rank,种
假羊茅,taxon rank,种
假稀羽鳞毛蕨,taxon rank,种
假小叶黄堇,taxon rank,种
假香附子,taxon rank,种
假野芝麻,taxon rank,种
假斜叶榕,taxon rank,种
假烟叶树,taxon rank,种
尖叶火烧兰,topic's main category,Category:Epipactis thunbergii
尖叶茴芹,basionym,Reutera acuminata
疆南星属,described by source,俄语百科全书
假还阳参,instance of,生物分类单元
假还阳参属,instance of,生物分类单元
假活血草,instance of,生物分类单元
假尖嘴薹草,instance of,生物分类单元
假黄耆,instance of,生物分类单元
假黄皮,instance of,生物分类单元
假渐尖毛蕨,instance of,生物分类单元
假福王草,instance of,生物分类单元
假斜叶榕,parent taxon,榕属
假烟叶树,parent taxon,茄属
假还阳参,taxon rank,种
假还阳参属,taxon rank,属
假活血草,taxon rank,种
假尖嘴薹草,taxon rank,种
假黄耆,taxon rank,种
假黄皮,taxon rank,种
假渐尖毛蕨,taxon rank,种
假福王草,taxon rank,种
假羊茅,Status in the Red List of Threatened Species in the Czech Republic,vulnerable
假香附子,IUCN conservation status,无危物种
假繁缕,instance of,生物分类单元
甲竹,instance of,生物分类单元
戟叶黑心蕨,instance of,生物分类单元
蒺藜草属,instance of,生物分类单元
蒺藜草,instance of,生物分类单元
棘枝忍冬,instance of,生物分类单元
蒺藜,instance of,生物分类单元
假黄耆,parent taxon,黄芪
假黄皮,parent taxon,黄皮属
假渐尖毛蕨,parent taxon,Cyclosorus
假福王草,parent taxon,Paraprenanthes
假繁缕,taxon rank,种
甲竹,taxon rank,种
戟叶黑心蕨,taxon rank,种
蒺藜草属,taxon rank,属
蒺藜草,taxon rank,种
棘枝忍冬,taxon rank,种
蒺藜,taxon rank,种
假还阳参,basionym,Prenanthes lanceolata
假还阳参属,topic's main category,Category:假还阳参属
假福王草,basionym,Lactuca sororia
鸡公柳,instance of,生物分类单元
欧洲荚蒾,instance of,生物分类单元
鸡蛋参,instance of,生物分类单元
鸡肠繁缕,instance of,生物分类单元
鸡豆,instance of,生物分类单元
鸡蛋花属,instance of,生物分类单元
鸡窦簕竹,instance of,生物分类单元
鸡蛋果,instance of,生物分类单元
假繁缕,parent taxon,Theligonum
戟叶黑心蕨,parent taxon,Doryopteris
蒺藜草属,parent taxon,Paniceae
蒺藜,parent taxon,蒺藜属
鸡公柳,taxon rank,种
欧洲荚蒾,taxon rank,种
鸡肠繁缕,taxon rank,种
鸡豆,taxon rank,种
鸡蛋花属,taxon rank,属
鸡窦簕竹,taxon rank,种
鸡蛋果,taxon rank,种
戟叶黑心蕨,basionym,Pteris ludens
蒺藜草属,topic's main category,Category:Cenchrus
棘枝忍冬,basionym,Xylosteon spinosum
蒺藜,has fruit type,nucule
欧洲耳蕨,instance of,生物分类单元
布赫塔尔大戟,instance of,生物分类单元
布河黄耆,instance of,生物分类单元
布尔津柳,instance of,生物分类单元
布顿大麦草,instance of,生物分类单元
布袋兰属,instance of,生物分类单元
布达尔碱茅,instance of,生物分类单元
不齐齿黄芩,instance of,生物分类单元
鸡公柳,parent taxon,柳树
鸡豆,parent taxon,鹰咀豆属
鸡蛋花属,parent taxon,Plumeriinae
鸡蛋果,parent taxon,西番莲属
蒺藜,this taxon is source of,Tribuli Fructus
欧洲耳蕨,taxon rank,种
布赫塔尔大戟,taxon rank,种
布河黄耆,taxon rank,种
布尔津柳,taxon rank,种
布顿大麦草,taxon rank,种
布袋兰属,taxon rank,种
布达尔碱茅,taxon rank,种
不齐齿黄芩,taxon rank,种
欧洲荚蒾,has fruit type,核果
鸡肠繁缕,topic's main category,Category:Stellaria neglecta
鸡豆,this taxon is source of,chickpea
鸡蛋花属,named after,Charles Plumier
鸡蛋果,this taxon is source of,passionfruit
薄壳红山茶,instance of,生物分类单元
薄荚羊蹄甲,instance of,生物分类单元
博落回属,instance of,生物分类单元
博洛塔绢蒿,instance of,生物分类单元
薄果荠,instance of,生物分类单元
博格多山棘豆,instance of,生物分类单元
冰草,instance of,生物分类单元
冰川茶藨子,instance of,生物分类单元
欧洲耳蕨,parent taxon,Polystichum
布赫塔尔大戟,parent taxon,大戟属
布河黄耆,parent taxon,黄芪
布尔津柳,parent taxon,柳树
布达尔碱茅,parent taxon,硷茅属
欧洲荚蒾,topic's main category,Category:Viburnum opulus
鸡肠繁缕,Status in the Red List of Threatened Species in the Czech Republic,near threatened
鸡豆,topic's main category,Category:鹰嘴豆属
鸡蛋花属,topic's main category,Category:Plumeria
鸡蛋果,topic's main category,Category:Passiflora edulis
蒺藜,named after,头部
薄壳红山茶,taxon rank,种
薄荚羊蹄甲,taxon rank,种
博落回属,taxon rank,属
博洛塔绢蒿,taxon rank,种
薄果荠,taxon rank,种
博格多山棘豆,taxon rank,种
冰草,taxon rank,种
冰川茶藨子,taxon rank,种
欧洲耳蕨,basionym,Polypodium aculeatum
布顿大麦草,IUCN conservation status,无危物种
布袋兰属,basionym,Cypripedium bulbosum
鸡豆,described by source,俄语百科全书
蒺藜,topic's main category,Category:Tribulus terrestris
冰草属,instance of,生物分类单元
槟榔青冈,instance of,生物分类单元
冰川棘豆,instance of,生物分类单元
槟榔属,instance of,生物分类单元
扁茎灯心草,instance of,生物分类单元
冰川翠雀花,instance of,生物分类单元
扁序重寄生,instance of,生物分类单元
扁枝石松,instance of,生物分类单元
博落回属,parent taxon,Chelidonieae
博洛塔绢蒿,parent taxon,Seriphidium
薄果荠,parent taxon,Hornungia
冰川茶藨子,parent taxon,茶藨子科
欧洲耳蕨,topic's main category,Category:Polystichum aculeatum
布袋兰属,topic's main category,Category:Calypso bulbosa
鸡豆,described by source,New Encyclopedic Dictionary
冰草属,taxon rank,属
槟榔青冈,taxon rank,种
冰川棘豆,taxon rank,种
槟榔属,taxon rank,属
扁茎灯心草,taxon rank,种
冰川翠雀花,taxon rank,种
扁序重寄生,taxon rank,种
扁枝石松,taxon rank,种
博落回属,topic's main category,Category:Macleaya
博洛塔绢蒿,basionym,Artemisia borotalensis
薄果荠,basionym,Lepidium procumbens
冰草,basionym,Bromus cristatus
欧洲耳蕨,Status in the Red List of Threatened Species in the Czech Republic,near threatened
扁枝槲寄生,instance of,生物分类单元
扁叶刺芹,instance of,生物分类单元
扁轴木属,instance of,生物分类单元
扁圆石蝴蝶,instance of,生物分类单元
碧江乌头,instance of,生物分类单元
被子美登木,instance of,生物分类单元
鼻花属,instance of,生物分类单元
冰草属,parent taxon,Hordeinae
槟榔青冈,parent taxon,青刚栎属
扁序重寄生,parent taxon,鳞叶寄生木属
扁枝石松,parent taxon,Diphasiastrum
冰草,topic's main category,Category:Agropyron cristatum
扁枝槲寄生,taxon rank,种
扁叶刺芹,taxon rank,种
扁轴木属,taxon rank,属
扁圆石蝴蝶,taxon rank,种
碧江乌头,taxon rank,种
被子美登木,taxon rank,种
鼻花属,taxon rank,属
冰草属,topic's main category,Category:冰草属
冰川棘豆,subject has role,基名
槟榔属,taxonomic type,槟榔
扁茎灯心草,IUCN conservation status,无危物种
扁枝石松,basionym,Lycopodium complanatum
崩大碗,instance of,生物分类单元
荸艾属,instance of,生物分类单元
鼻花,instance of,生物分类单元
荸荠属,instance of,生物分类单元
荸荠,instance of,生物分类单元
北刺蕊草,instance of,生物分类单元
北葱,instance of,生物分类单元
北点地梅,instance of,生物分类单元
扁叶刺芹,parent taxon,刺芹属
扁轴木属,parent taxon,Caesalpinieae
鼻花属,parent taxon,列当科
槟榔属,topic's main category,Category:Areca
扁茎灯心草,topic's main category,Category:Juncus compressus
扁枝石松,topic's main category,Category:Diphasiastrum complanatum
崩大碗,taxon rank,种
荸艾属,taxon rank,属
鼻花,taxon rank,种
荸荠属,taxon rank,属
荸荠,taxon rank,种
北刺蕊草,taxon rank,种
北葱,taxon rank,种
北点地梅,taxon rank,种
扁枝槲寄生,subject has role,基名
扁叶刺芹,topic's main category,Category:Eryngium planum
扁轴木属,parent taxon,苏木亚科
鼻花属,has fruit type,蒴果
北方碱茅,instance of,生物分类单元
北方独行菜,instance of,生物分类单元
杯柄铁线莲,instance of,生物分类单元
杯盖阴石蕨,instance of,生物分类单元
杯萼樫木,instance of,生物分类单元
宝兴野青茅,instance of,生物分类单元
宝兴淫羊藿,instance of,生物分类单元
宝兴葶苈,instance of,生物分类单元
荸荠属,parent taxon,Eleocharideae
北葱,parent taxon,葱属
扁叶刺芹,Status in the Red List of Threatened Species in the Czech Republic,critically endangered
扁轴木属,topic's main category,Category:Parkinsonia
鼻花属,topic's main category,Category:Rhinanthus
北方碱茅,taxon rank,种
北方独行菜,taxon rank,种
杯柄铁线莲,taxon rank,种
杯盖阴石蕨,taxon rank,种
杯萼樫木,taxon rank,种
宝兴野青茅,taxon rank,种
宝兴淫羊藿,taxon rank,种
宝兴葶苈,taxon rank,种
崩大碗,basionym,Hydrocotyle asiatica
荸荠属,topic's main category,Category:Eleocharis
荸荠,topic's main category,Category:Eleocharis dulcis
北葱,has fruit type,蒴果
北点地梅,topic's main category,Category:Androsace septentrionalis
鼻花属,described by source,Encyclopedia of Armenian Nature
宝兴栒子,instance of,生物分类单元
宝珠草,instance of,生物分类单元
苞叶香茶菜,instance of,生物分类单元
苞叶藤属,instance of,生物分类单元
斑叶唇柱苣苔,instance of,生物分类单元
苞叶雪莲,instance of,生物分类单元
斑叶堇菜,instance of,生物分类单元
斑叶梣,instance of,生物分类单元
北方碱茅,parent taxon,硷茅属
杯盖阴石蕨,parent taxon,Humata
杯萼樫木,parent taxon,铿木属
崩大碗,IUCN conservation status,无危物种
北葱,this taxon is source of,chives
北点地梅,Status in the Red List of Threatened Species in the Czech Republic,critically endangered
鼻花属,described by source,俄语百科全书
宝兴栒子,taxon rank,种
宝珠草,taxon rank,种
苞叶香茶菜,taxon rank,种
苞叶藤属,taxon rank,属
斑叶唇柱苣苔,taxon rank,种
苞叶雪莲,taxon rank,种
斑叶堇菜,taxon rank,种
斑叶梣,taxon rank,种
宝兴野青茅,basionym,Calamagrostis moupinensis
崩大碗,topic's main category,Category:Centella asiatica
北葱,IUCN conservation status,无危物种
斑叶稠李,instance of,生物分类单元
百色螺序草,instance of,生物分类单元
百色复叶耳蕨,instance of,生物分类单元
百球藨草,instance of,生物分类单元
百华山瓦韦,instance of,生物分类单元
斑叶杜鹃兰,instance of,生物分类单元
百花蒿属,instance of,生物分类单元
白竹,instance of,生物分类单元
斑叶唇柱苣苔,parent taxon,舌唇苣苔属
斑叶梣,parent taxon,梣树
北葱,topic's main category,Category:Allium schoenoprasum
斑叶稠李,instance of,异名
百色螺序草,taxon rank,种
百色复叶耳蕨,taxon rank,种
百球藨草,taxon rank,种
百华山瓦韦,taxon rank,种
斑叶杜鹃兰,taxon rank,种
百花蒿属,taxon rank,属
白竹,taxon rank,种
宝珠草,basionym,Uvularia viridescens
苞叶藤属,topic's main category,Category:苞叶藤属
斑叶唇柱苣苔,subject has role,基名
斑叶梣,IUCN conservation status,数据缺乏
百合科,instance of,生物分类单元
白紫千里光,instance of,生物分类单元
百花蒿,instance of,生物分类单元
百齿卫矛,instance of,生物分类单元
白芷,instance of,生物分类单元
白钟花,instance of,生物分类单元
白枝杜鹃,instance of,生物分类单元
白叶藤,instance of,生物分类单元
斑叶稠李,taxon rank,种
百色复叶耳蕨,parent taxon,Arachniodes
百华山瓦韦,parent taxon,Lepisorus
宝珠草,topic's main category,Category:Disporum viridescens
百合科,taxon rank,科
白紫千里光,taxon rank,种
百花蒿,taxon rank,种
百齿卫矛,taxon rank,种
白芷,taxon rank,种
白钟花,taxon rank,种
白枝杜鹃,taxon rank,种
白叶藤,taxon rank,种
斑叶杜鹃兰,basionym,Oreorchis unguiculata
百花蒿属,topic's main category,Category:百花蒿属
白叶山莓草,instance of,生物分类单元
白钟杜鹃,instance of,生物分类单元
白玉草,instance of,生物分类单元
白云百蕊草,instance of,生物分类单元
白羽扇豆,instance of,生物分类单元
白头树,instance of,生物分类单元
白叶风毛菊,instance of,生物分类单元
白树,instance of,生物分类单元
百合科,parent taxon,Liliiflorae
白芷,parent taxon,当归属
白枝杜鹃,parent taxon,杜鹃花属
白叶藤,parent taxon,Cryptolepis
斑叶稠李,taxon synonym,Padus maackii
白叶山莓草,taxon rank,种
白钟杜鹃,taxon rank,种
白玉草,taxon rank,种
白云百蕊草,taxon rank,种
白羽扇豆,taxon rank,种
白头树,taxon rank,种
白叶风毛菊,taxon rank,种
白树,taxon rank,种
百合科,parent taxon,Coronarieae
百花蒿,basionym,Artemisia centiflora
白芷,this taxon is source of,Angelicae Dahuricae Radix
白钟花,subject has role,基名
白叶藤,basionym,Pergularia sinensis
斑叶稠李,topic's main category,Category:Prunus maackii
白扦,instance of,生物分类单元
白前,instance of,生物分类单元
白皮素馨,instance of,生物分类单元
白婆婆纳,instance of,生物分类单元
白木乌桕,instance of,生物分类单元
白牡丹,instance of,七言绝句
白毛子楝树,instance of,生物分类单元
白茅,instance of,生物分类单元
白钟杜鹃,parent taxon,杜鹃花属
百合科,parent taxon,百合目
白扦,taxon rank,种
白前,taxon rank,种
白皮素馨,taxon rank,种
白婆婆纳,taxon rank,种
白木乌桕,taxon rank,种
白牡丹,instance of,诗
白毛子楝树,taxon rank,种
白茅,taxon rank,种
白叶山莓草,basionym,Potentilla micropetala
白玉草,IUCN conservation status,无危物种
白羽扇豆,flower color,白色
白绵毛荆芥,instance of,生物分类单元
白毛蕊茶,instance of,生物分类单元
白皮松,instance of,生物分类单元
白菊木属,instance of,生物分类单元
白茎假瘤蕨,instance of,生物分类单元
白浆果苋,instance of,生物分类单元
白健杆,instance of,生物分类单元
白桦,instance of,生物分类单元
白扦,parent taxon,Picea sect. Picea
白前,parent taxon,白前属
白木乌桕,parent taxon,Neoshirakia
白牡丹,instance of,文学作品
白玉草,topic's main category,Category:Silene vulgaris
百合科,has fruit type,蒴果
白绵毛荆芥,taxon rank,种
白毛蕊茶,taxon rank,种
白皮松,taxon rank,种
白菊木属,taxon rank,属
白茎假瘤蕨,taxon rank,种
白浆果苋,instance of,异名
白健杆,taxon rank,种
白桦,taxon rank,种
白扦,IUCN conservation status,近危物种
白前,basionym,Pentasachme glaucescens
白婆婆纳,has fruit type,蒴果
白牡丹,genre,唐诗
白茅,basionym,Lagurus cylindricus
