iplantitem1,relation,iplantitem2
鲁桑,功用,因叶大，肉厚多汁，为家蚕的良好饲料。
乱子草属,功用,本属多数种类为良好的牧草。
小果野蕉,功用,假茎可作猪饲料。本种是目前世界上栽培香蕉的亲本种之一。
野蕉,功用,假茎可作猪饲料。本种是目前世界上栽培香蕉的亲本种之一。
落芒草属,功用,据记载本属有些种类是优良牧草，种子做精饲料，我国所产者也...
铺地黍,功用,本种繁殖力特强，根系发达，可为高产牧草，但亦是难除杂草之...
假拟沿沟草属,功用,本属植物为较好的高山牧草。
雀稗属,功用,本属中含有较多有价值的牧草。
南雀稗,功用,为一牧草。
大茨藻,功用,1. 大茨藻（华东水生维管束植物）图版44
小蓬,功用,优良牧草、骆驼最喜食，马和羊秋季喜食。粗蛋白含量高，是催...
山鸡谷草,功用,为优良牧草。
猪笼草科,功用,本科植物能捕食昆虫。其瓶状体口缘附近和瓶盖腹面能分泌蜜汁...
黑种草,功用,据有关文献，本种的种子含生物碱和芳香油；本种可作蜜源植物...
柔毛齿叶睡莲,功用,花大形、美丽，供观赏；可作饲料。
顿河红豆草,功用,本种为各种家畜所喜食的优良牧草，在新疆具有广泛的分布，建...
驴食草,功用,我国过去从前苏联引进的本属牧草植物中，一般都认为是本种植...
芒柄花,功用,本种的根内含有芒柄花根甙 (C25H26O11) 、非晶体物质和芒柄...
球序绢蒿,功用,含挥发油与生物碱，主要成分为酚类及酮类的化合物。牧区作牲...
民勤绢蒿,功用,牧区作饲料，亦作绿肥。
草原绢蒿,功用,含挥发油及生物碱。牧区作牲畜饲料。
白茎绢蒿,功用,含挥发油及生物碱，亦含山道年成分。牧区作牲畜饲料。
田菁,功用,茎、叶可作绿肥及牲畜饲料。
狗尾草属,功用,本属多数种具重要的经济价值，栽培作物小米为我国北方人民的...
大狗尾草,功用,秆、叶可做牲畜饲料。
狼牙委陵菜,功用,68.狼牙委陵菜（中国高等植物图鉴）狼牙（本草经），狼牙萎...
马蹄果,功用,植株可作紫胶虫寄主树。
瘦脊伪针茅,功用,本种秆叶柔软，为优良牧草。
碱茅属,功用,本属植物是草质好、营养佳，马等牲畜喜食的优良牧草。
朝鲜碱茅,功用,本种小穗含4-7花，长5-6毫米，第一颖长约1毫米，外稃长1.8-2...
碱茅,功用,家畜喜食的牧草。
热河碱茅,功用,为牲畜绵羊和骆驼喜食的牧草。
星星草,功用,茎叶含蛋白质较高，是家畜和骆驼喜食的优良牧草。
普通早熟禾,功用,有价值的饲草、供放牧与调制干草，家畜喜食而常种植。
大叶白麻,功用,经济用途与罗布麻相同，惟本种的花较大，颜色鲜艳，腺体发达...
雨久花科,功用,本科植物有些种类可作为猪、家禽的饲料。
绵刺,功用,饲料植物，青鲜时骆驼最喜食，羊、马、驴也喜食，叶枯黄时期...
三裂叶野葛,功用,本种可作覆盖植物、饲料和绿肥作物。
白梨,功用,本种在我国北部习见栽培，抗寒力次于秋子梨，但果实品质很好...
盾片蛇菰,功用,常见的寄主有桑科、壳斗科、山茶科、大戟科、豆科的苏木亚科...
盐肤木属,功用,本属均可作五倍子蚜虫寄主植物，但以盐肤木上的虫瘿较好，称...
刺槐,功用,本种根系浅而发达，易风倒，适应性强，为优良固沙保土树种。...
鹅观草属,功用,本属植物多数种类可作牧草饲料之用。
大颖草,功用,本种为优良牧草，在青海省贵南军马场有大量栽培，生长良好。
圆叶节节菜,功用,本种是我国南部水稻田的主要杂草之一，群众常用作猪饲料。
斑茅,功用,嫩叶可供牛马的饲料；秆可编席和造纸。本种是甘蔗属中茎秆不...
剪刀草,功用,可作家畜、家禽饲料；亦用于花卉观赏。
日本三蕊柳,功用,木材质密，白色、光亮，但不成大材，供炭薪，含单宁4.6%；树...
鼠尾草属,功用,本属丁字形构造的雄蕊，其药隔起着杠杆作用，对蜂媒传粉有巧...
雨树,功用,本种生长迅速，枝叶繁茂，可为园庭绿化树种。果味甜多汁，牛...
裂稃茅属,功用,可作牧场饲料。
裂稃草,功用,可作饲料。
水茅,功用,植株可刘割饲用，籽实为鸟食。
纤细绢蒿,功用,含挥发油及生物碱。牧区作牲畜的饲料。
白柳,功用,用种子或插条繁殖。木材轻软，纹理较直，结构较细，可供建筑...
圆叶柳,功用,用种子繁殖。可为野生动物饲料。
卷边柳,功用,用种子和插条繁殖。枝条供编织；为早春蜜源植物；又为护岸树...
司氏柳,功用,用种子或插条繁殖。枝条可供编织；蜜源植物。
松江柳,功用,木材质软，供薪材用，枝细柔，可供编织，也为蜜源和护岸固堤...
缘毛合叶豆,功用,本种可作牧草。
杂高粱,功用,本种可用作牧草。
石茅,功用,秆、叶可作饲料，又可作造纸原科，但含有少量氰氢酸，在饲养...
大爪草,功用,可作家畜饲料。
石蚕叶绣线菊,功用,栽培供观赏，又为蜜源植物。
绣线菊,功用,1. 绣线菊（群芳谱）柳叶绣线菊（东北木本植物图志），珍珠...
鼠尾粟属,功用,本属多数为饲料植物，其秆可用以编织。
钝叶草,功用,本种的秆叶肥厚柔嫩，为优良的牧草。
针茅属,功用,本属多数种类在抽穗前和落果以后是草原地区的优良牧草。有些...
异针茅,功用,叶质柔软，草原或草甸草原地区的优良牧草。
狼针草,功用,幼嫩时为干草原、草甸草原地区，牲畜喜食之牧草。
短花针茅,功用,返青早，荒漠草原地区主要牧草。
长芒草,功用,返青早，是草原或森林草原地区夏季草场主要牧草。
丝颖针茅,功用,寒生草原或寒生草甸草原地区牧草之一；秆、叶可做造纸或人造...
针茅,功用,针茅的营养成分、适口性和耐牧性均很高，是草原地带的优良饲...
镰芒针茅,功用,荒漠草原的1种早春饲料植物。
沙生针茅,功用,营养价值高，是1种催肥的优良牧草，唯分布零散，数量不多，...
长羽针茅,功用,草原地区放牧场和刈草场的1种牧草。品质中等。
长舌针茅,功用,抽穗前和果落后是草原地区的1种良好牧草。
东方针茅,功用,荒漠草原地区，牲畜所喜食的1种牧草。
甘青针茅,功用,草原或森林草原地区夏季草场主要牧草。
狭穗针茅,功用,草原或草甸草原地区的1种牧草。
昆仑针茅,功用,草原或草甸草原地区的优良牧草。
西北针茅,功用,为草原地区冬季草场主要牧草。
戈壁针茅 ,功用,荒漠草原的1种宝贵牧草，唯植株矮小，分布星散，产草量不高...
石生针茅,功用,各种牲畜均喜食，由于植株不高，分布，较少，在放牧饲料中的...
图尔盖针茅,功用,荒漠草原地区牲畜所喜食的1种优良牧草。
笔花豆属,功用,本属有些种在热带地区是重要的牲畜饲料，为优良牧草，还可以...
圭亚那笔花豆,功用,本种为优良牧草，可作绿肥、覆盖植物。
合头草,功用,荒漠、半荒漠地区的优良牧草。羊和骆驼喜食其当年生枝叶，易...
聚合草,功用,茎叶可作家畜青饲料。本种由于长期人工栽培，产生很多变异，...
白花柽柳,功用,本种生长迅速，为固沙造林的优良树种。茎杆端直，质硬坚实，...
密花柽柳,功用,本种是荒漠山区和山前开花时间最长，最美丽的树种，可作山区...
长穗柽柳,功用,本种为荒漠地区盐渍化沙地上良好的固沙造林树种。嫩枝为羊、...
多枝柽柳,功用,本种是沙漠地区盐化沙土上、沙丘上和河湖滩地上固沙造林和盐...
大果瘿椒树,功用,本种果实常被虫瘿侵袭，故名瘿椒。树皮灰色，木材白色，软而...
菅属,功用,本属植物幼嫩时大都可作饲料，秆、叶可做造纸原料。
紫椴,功用,Tilia amurensis Rupr. Fl. Cauc. 253. 1869;胡先骕??陈焕…
绛车轴草,功用,为一适应性强的优良牧草，在我国有推广前途。
草沙蚕属,功用,本属植物多数可作饲料。
磨擦草属,功用,饲用植物。
腐擦草,功用,高产优质饲用植物。
西伯利亚三毛草,功用,本种为优良的饲料。
穗三毛,功用,本种为良好牧草。
锐尖山香圆,功用,2.锐尖山香圆 五寸铁树、尖树、黄柿（广西）图版7: 1-3
荆豆,功用,本种花芳香，作观赏用。在原产地作家畜饲料用。
香根草,功用,须根含香精油，油浓褐色，稠性大，紫罗兰香型，挥发性低，用...
菰属,功用,为牲畜优良饲料。菰的茎秆为真菌寄生后，可生产疏食茭瓜；颖...
皱枣,功用,本种为紫胶虫的良好寄主。
窄叶野豌豆,功用,为绿肥及牧草。亦为早春蜜源及观赏绿篱等。
东方野豌豆,功用,为优良牧草，牛羊喜食。亦可作绿肥，草场改良广布种。
柳叶野豌豆,功用,本种生长旺盛，牛羊喜食，亦可作绿肥。
长柔毛野豌豆,功用,为优良牧草及绿肥作物。本种植物种子可提取植物凝血素应用于...
水锦树属,功用,本属植物具有较大型的花序，花小而多，常是白色，亦有淡红和...
冷杉属,功用,本属各种均能提取冷杉树脂，木材色浅，边心材区别常不明显，...
苍山冷杉,功用,11. 苍山冷杉（经济植物手册）高山枞（中国裸子植物志）
黄果冷杉,功用,19.黄果冷杉（中国树木学）柄果枞（中国裸子植物志），箭炉...
冷杉,功用,木材白色，材质轻软，耐腐力弱；可供建筑、板料、家具及木纤...
岷江冷杉,功用,木材淡黄色或白色，材质轻软，纹理通直。可作建筑、家具及木...
长苞冷杉,功用,12.长苞冷杉（经济植物手册）西康冷杉（中国树木分类学）
杉松,功用,松为国产冷杉属中木材优良的树种，也是东北林区的用材树种之...
臭冷杉,功用,木材淡黄白色或黄白色，有光泽，材质较软，纹理直，比重0.34...
紫果冷杉,功用,木材坚实耐用，较岷江冷杉为佳。可供建筑、家具及木纤维工业...
新疆冷杉,功用,木材轻软，质较细。可作建筑、器具、家具及木纤维工业原料等...
鳞皮冷杉,功用,为分布区内主要的森林树种，森林面积较宽，木材蓄积量较多，...
舌柱麻,功用,茎皮纤维为代麻原料和制人造棉的原料。
毛叶鹰爪花,功用,茎皮含单宁，纤维坚韧，可编制绳索。花可提制香油。
南洋楹,功用,木材适于作一般家具、室内建筑、箱板、农具、火柴等。木材纤...
番荔枝科,功用,本科是热带植物区系的主要科，喜生于气温较高而潮湿的林中。...
四川紫菀,功用,在茎基部被有纤维状枯叶残片的本组植物中，本种以叶被短糙毛...
粉单竹,功用,竹材韧性强，节间长，节平，适合劈篾编织精巧竹器，绞制竹绳...
水单竹,功用,本竹主要用途为劈篾编织竹器或捆扎柴草等，亦可作造纸原料。
巴山木竹,功用,本种竹竿为造纸原料，亦可用于建筑和劈篾编结家用器具。
总状花羊蹄甲,功用,木材坚硬，为良好的薪炭材；树皮纤维可编绳索。
结香属,功用,韧皮纤维坚韧，耐拉，为高级人造棉及造纸原料。
白结香,功用,树皮纤维为造纸的上好原料。
西畴结香,功用,树皮纤维可作造纸原料。
滇结香,功用,树皮纤维为人造棉及造纸原料。
长柱瑞香,功用,茎皮纤维为打字蜡纸、复写纸等高级用纸原料，又可作人造棉。
瘦叶瑞香,功用,茎皮纤维韧性强，为造纸的原料。
长梗瑞香,功用,茎皮纤维韧性强，可作造纸原料。
东北瑞香,功用,根含芳香油，茎皮纤维可造纸。
凹叶瑞香,功用,茎皮纤维为优良的造纸原料；亦可移植庭园作观赏植物。
长叶水麻,功用,本种是我国西南地区广布的一种野生纤维植物，它们的叶形、叶...
柳杉,功用,边材黄白色，心材淡红褐色，材质较轻软，纹理直，结构细，耐...
杉木属,功用,木材纹理直，材质轻软，结构较细，易加工，干后不易开裂，不...
杉木,功用,杉木生长快，用种子繁殖或插条繁殖，或根株萌芽更新，栽培地...
干香柏,功用,木材淡褐黄色或淡褐色，结构细密，纹理直密，材质坚硬，有香...
瘤冠麻,功用,茎皮纤维可制绳索、麻袋。
赤麻,功用,茎皮纤维坚韧，可供织麻布、拧绳索用。
密毛苎麻,功用,茎皮纤维可做人造棉、织麻袋用。
刺果藤,功用,本种的茎皮纤维可以制绳索。
华南锥,功用,树皮稍粗糙，不开裂，暗褐黑色，内皮淡红棕色，韧皮纤维粗长...
毛锥,功用,树皮厚，暗灰褐色，外皮粗糙，内皮红褐色，韧皮纤维发达。心...
红锥,功用,成年树的树皮浅纵裂，块状剥落，外皮灰白色，内皮红褐色，厚...
秀丽锥,功用,成年树的树皮厚约10毫米，纵向深裂，树皮纤维粗糙，环孔材，...
黑叶锥,功用,树皮灰黑色，甚厚，纵向深裂，韧皮纤维发达，粗而硬，环孔材...
亚尖叶锥,功用,据载，本种的树皮灰褐色，纵向宽沟裂，外皮厚约4毫米，松软...
苦皮藤,功用,树皮纤维可供造纸及人造棉原料；果皮及种子含油脂可供工业用...
垂丝紫荆,功用,由于本种花多而美丽，是一种优良的观赏植物；树皮纤维质韧，...
日本扁柏,功用,5.日本扁柏（中国树木分类学）白柏（青岛），钝叶扁柏、扁柏...
台湾扁柏,功用,为台湾最主要的森林树种，过去森林面积宽广，木材蓄积量大，...
青榨槭,功用,本种生长迅速，树冠整齐，可用为绿化和造林树种。树皮纤维较...
苦茶槭,功用,本亚种的树皮、叶和果实都含鞣质、可提制栲胶，又可为黑色染...
血皮槭,功用,本种为优良的绿化树种，木材坚硬，可制各种贵重器具，树皮的...
马盖麻,功用,纤维坚韧耐腐，供制船缆、绳索、麻袋等用，是一种重要的纤维...
浪麻鬼箭,功用,茎的纤维可做绳索和麻袋。
羊须草,功用,119. 羊须草 图版37: 1-4
毛薹草,功用,茎叶是造纸原料，亦可用作编篮子、草包和制绳子。
糙叶薹草,功用,植株纤维韧性强可制绳索。
钻天柳,功用,木材质软，白色，心材发红色供建筑用材、家俱、造纸等用; 也...
银木,功用,根含樟脑量较高可蒸馏樟脑。根材美丽，称银木，用作美术品；...
一担柴,功用,本种的纤维可用作麻类代用品。
山麻树,功用,本种的茎皮纤维可织麻布和麻袋，也可用以编绳。
田麻,功用,本种的茎皮纤维可代黄麻制作绳索及麻袋。
长蒴黄麻,功用,茎皮多长纤维，用途如黄麻。
香果树,功用,树干高耸，花美丽，可作庭园观赏树。树皮纤维柔细，是制蜡纸...
细稈羊胡子草,功用,白绒毛可造纸。
鹦哥花,功用,花大而美丽，可在庭园栽培或作绿篱、行道树，是一种很美的观...
拟金茅,功用,优良的纤维植物，是造纸，人造棉及人造丝的好原料。
华南吴萸,功用,树皮灰褐色，不开裂，皮孔凸起，形状不规则，树高约20米的树...
马亨箭竹,功用,竿为造纸原料，原竹可扎扫把或劈篾作编织家具、农具等用。
天仙果,功用,茎皮纤维可供造纸。
尖叶瓜馥木,功用,茎皮纤维坚韧，云南民间用其编织绳索或作点火绳。
巴西海岛棉,功用,本变种的棉纤维也是长绒棉之一，适于纺60支以上细纱。
雁婆麻,功用,本种的茎皮纤维可织麻袋和编绳。
粘毛山芝麻,功用,本种的韧皮纤维可供织布或编绳。
刺榆,功用,耐干旱，各种土质易于生长，可作固沙树种。木材淡褐色，坚硬...
银叶树,功用,本种为热带海岸红树林的树种之一。木材坚硬，为建筑、造船和...
大麻槿,功用,本种的茎皮纤维柔软，韧度大，富弹性，是供织麻袋、麻布、鱼...
玫瑰茄,功用,本种的花萼和小苞片肉质，味酸，常用以制果酱；茎皮纤维供搓...
黄槿,功用,树皮纤维供制绳索，嫩枝叶供蔬食；木材坚硬致密，耐朽力强，...
浦竹仔,功用,本种小穗密被淡黄色柔毛，并托以大型枝箨状苞片，以及叶片下...
大叶鼠刺,功用,茎皮多纤维可供制绳及麻袋、造纸用。
油杉属,功用,木材纹理直或斜，结构细致，硬度适中，干后不裂，含少量树脂...
鹧鸪麻,功用,本种的木材轻软，可制家具和网罟的浮子等。树皮的纤维可编绳...
红光树,功用,种子含油量约24％，可作重要的工业用油，树皮和髓心分泌红色...
厚皮树,功用,树皮可提制栲胶，有用树皮浸出液涂染鱼网。茎皮纤维可织粗布...
落叶松属,功用,木材有树脂道，心材、边材区别显明，质坚韧，结构细致，纹理...
太白红杉,功用,边材淡黄色，心材红褐色，纹理直，结构细，材质较轻软，比重...
水丝麻属,功用,茎皮纤维为代麻原料
水丝麻,功用,茎皮纤维长（单纤维长约180毫米），坚韧，富有光泽，可制人...
马松子,功用,本种的茎皮富于纤维，可与黄麻混纺以制麻袋。
水杉,功用,边材白色，心材褐红色，材质轻软，纹理直，结构稍粗，早晚材...
落叶松,功用,落叶松为大兴安岭针叶林的主要树种，木材蓄积丰富，也是该地...
四川红杉,功用,边材淡黄色，心材红褐色，纹理直，结构细，材质较轻软，比重...
黄花落叶松,功用,10.黄花落叶松（东北木本植物图志）黄花松（东北），多鳞兴...
红杉,功用,6.红杉（四川）落叶松（中国裸子植物志）
华北落叶松,功用,木材淡黄色或淡褐色，材质坚韧，结构致密，纹理直，含树脂，...
新疆落叶松,功用,新疆落叶松为新疆分布广、用途大的主要乔木树种，林木生长良...
四脉麻,功用,茎皮纤维可供制麻袋、绳索原料。
野亚麻,功用,茎皮纤维可作人造棉、麻布和造纸原料。
葱皮忍冬,功用,枝条韧皮纤维可制绳索、麻袋，亦可作造纸原料。
中平树,功用,树皮纤维可编绳。
刨花润楠,功用,本种的边材易腐，心材较坚实，稍带红色，弦切面的纹理美观，...
芒,功用,秆纤维用途较广，作造纸原料等。
芸香竹,功用,竿常用以编制围篱和制作农具，并可做豆类作物的支撑柱，亦可...
长穗桑,功用,韧皮纤维可以造纸或作绳索；嫩叶可以饲蚕。
蕉麻,功用,假茎富含纤维，属硬质纤维，拉力强，多用于制作绳缆。
芭蕉科,功用,本科中所产的香蕉为世界上重要的热带水果之一，具有很大的经...
紫麻属,功用,本属植物的韧皮纤维是良好的代麻原料。
软荚红豆,功用,韧皮纤维可作人造棉和编绳原料。
海南柊叶,功用,本种与越南产的 P. thorelii Gagnep. 较近，但本种苞片于花...
云杉,功用,木材黄白色，较轻软，纹理直，结构细，比重0.55-0.66，有弹...
白皮云杉,功用,木材较轻，硬度适中，结构细致，纹理直，质较坚韧。可供建筑...
麦吊云杉,功用,18.麦吊云杉（新拟）麦吊杉（四川），川云杉（中国植物图谱...
青海云杉,功用,木材性质与云杉相似。供建筑、桥梁、舟车、家具、器具及木纤...
长白鱼鳞云杉,功用,木材坚韧，较轻软，结构细密，纹理直。可供建筑、机械、舟车...
鱼鳞云杉,功用,木材淡褐黄色，材质微轻软，纹理直，结构细，韧性大，不易开...
红皮云杉,功用,木材淡褐黄白色，较轻软，结构细，比重0.59-0.66，耐腐力较...
丽江云杉,功用,15.丽江云杉（中国树木分类学）丽江杉（中国裸子植物志）
黄果云杉,功用,木材坚韧，纹理致密、直，耐久用，易加工，可供建筑、桥梁、...
林芝云杉,功用,木材坚韧，纹理致密、直，耐久用，易加工，可供建筑、桥梁、...
白扦,功用,为华北地区高山上部主要的乔木树种之一。木材黄白色、材质较...
台湾云杉,功用,木材黄白色或白色，质较轻软、细密、纹理直。可作建筑、舟车...
大果青扦,功用,木材淡黄白色，较轻软，纹理直，结构稍粗，比重0.45。可供建...
新疆云杉,功用,木材韧性较强，材质细，纹理直。可供建筑、土木工程、细木加...
紫果云杉,功用,木材淡红褐色，材质坚韧，微轻软，纹理直，结构细，比重0.49...
雪岭杉,功用,为新疆天山地区的主要森林及用材树种。木材优良，材质细密、...
长叶云杉,功用,木材可供建筑、家具、木纤维工业原料等用。可作西藏南部山区...
青扦,功用,木材淡黄白色，较轻软，纹理直，结构稍粗，比重0.45。可供建...
南亚松,功用,木材富树脂，边材黄色，心材褐红色，结构较细密，材质较坚韧...
樟子松,功用,心材淡红褐色，边材淡黄褐色，材质较细，纹理直，有树脂。可...
黄山松,功用,26.黄山松（通用名）台湾松（经济植物手册），长穗松（中国...
大明松,功用,材质较马尾松为佳，质坚实，富树脂，稍耐久用。可供建筑、矿...
云南松,功用,22.云南松（中国树木分类学）青松，飞松，长毛松（云南）
落尾木,功用,茎皮纤维可作代麻原料。
海金子,功用,本种的叶倒卵形至倒披针形，有时较宽，或有时较狭窄，干后仍...
白麻,功用,本种茎皮纤维用途和罗布麻相同。
细基丸,功用,茎皮含单宁，纤维坚韧，可制麻绳和麻袋等。木材坚硬，适于作...
斜脉暗罗,功用,茎皮纤维坚韧，民间常用来编绳索等。
中东杨,功用,材质软，供建筑、造纸等用。也可作庭园观赏和绿化树种。本种...
小黑杨,功用,喜光，喜冷湿气候，喜生于土壤肥沃排水良好的砂质壤土上，生...
胡杨,功用,胡杨是干旱大陆性气侯条件下的树种。喜光、抗热、抗大气干旱...
香杨,功用,喜光，喜冷湿；多生于河岸、溪边谷地，常与红松混生或生于阔...
苦杨,功用,苦杨生长在新疆大、小青河、乌伦古河、额尔齐斯河、克朗河、...
辽杨,功用,木材白色，轻软，纹理直，致密耐腐，比重0.5；供建筑、造船...
灰胡杨,功用,灰胡杨常跟胡杨混生，或自成群落，数量较胡杨少。木材供建筑...
青甘杨,功用,木材轻软细致，供民用建筑、家具、火柴杆、造纸等用为防风固...
欧洲山杨,功用,木材轻软，纹理细直，结构较细，供造纸和人造纤维用，也可供...
大青杨,功用,耐寒、喜光，中生偏湿的速生树种，适于微酸性棕色森林土或山...
红雾水葛,功用,茎皮及枝皮的纤维为较好的代麻用品，可制绳、麻布及麻袋等。
黄杉属,功用,木材具树脂道及树脂细胞，材质坚韧，纹理细致，有弹性，耐久...
青檀,功用,树皮纤维为制宜纸的主要原料；木材坚硬细致，可供作农具、车...
实竹子,功用,笋较脆嫩，外销至日本；竿供编织、造纸及制家具、农具等用。
酒椰,功用,幼嫩花序割取汁液可制一种棕榈酒；树形优美，是很好的绿化观...
梭罗树,功用,14.梭罗树（四川）毛叶梭罗（海南植物志）
鼠皮树属,功用,树皮为极好的造纸原料。
鼠皮树,功用,枝条柔韧，可作绳索，且为上等造纸原料。模式标本采自越南。
阔叶清风藤,功用,茎皮可作纤维。
罗氏甜根子草,功用,本变种可作为低海拔滨海带的防风护岸植物；秆质纤维有多种用...
鸡仔木,功用,木材褐色，供制家具、农具、火柴杆、乐器等。树皮纤维可制麻...
水榆花楸,功用,9. 水榆花楸 水榆、黄山榆（河南土名），花楸（经济植物手册...
省沽油,功用,种子油可制肥皂及油漆。茎皮可作纤维。据分析，种子含油17.5...
小米空木属,功用,枝条秀丽，秋季叶片呈红紫色，可栽培供观赏用。茎皮纤维可做...
杨柳科,功用,木材轻软，纤维细长。为我国北方重要防护林、用材林和绿化树...
沙罗单竹,功用,竿可破篾编织竹器。竹材纤维性能极好，是良好的造纸原料。亦...
叶萼山矾,功用,茎皮纤维可代麻用或作造纸原料；种子可榨油，供制肥皂用。
台湾杉属,功用,木材的心边材明显，质轻软，纹理直，结构细，易加工。可供建...
台湾杉,功用,为我国台湾的主要用材树种之一，心材紫红褐色，边材深黄褐色...
光叶滇榄仁,功用,茎皮纤维柔韧，且富含单宁。
黄背草,功用,秆叶可供造纸或盖屋。
粽叶芦,功用,秆高大坚实，作篱笆或造纸，叶可裹粽，花序用作扫帚。栽培作...
紫花络石,功用,植株可提取树脂及橡胶；茎皮纤维拉力强，可代麻制绳和织麻袋...
乳儿绳,功用,5. 乳儿绳（浙江）五根树、鸡屎藤（浙江）
狭叶山黄麻,功用,韧皮纤维可造纸和供纺织用；叶子表面粗糙，可当作砂纸用。
光叶山黄麻,功用,6. 光叶山黄麻（广州植物志） 野山麻、果连丹（广东），尖尾...
山油麻,功用,韧皮纤维供制麻绳、纺织和造纸用，种子油供制皂和作润滑油用...
羽脉山黄麻,功用,纤维的采收和加工；秋季砍割枝条，除去叶和小枝，打捆置入水...
银毛叶山黄麻,功用,韧皮纤维可作人造棉、麻绳和造纸原料；树皮含鞣质，可提栲胶...
山黄麻,功用,韧皮纤维可作人造棉、麻绳和造纸原料；树皮含鞣质，可提栲胶...
荻属,功用,为重要有价值的纤维原料植物。荻类植物以往放置于芒属Miscan...
木兰族,功用,节多叶隙：木材导管径向排列，导管分子底壁常有梯状穿孔板，...
单毛刺蒴麻,功用,本种的茎皮纤维可作绳索及织物。
铁杉属,功用,木材纹理直而均匀，材质细致，较坚韧，硬度较其他钎叶树大，...
铁杉,功用,5.铁杉（四川）假花板、仙柏、铁林刺、刺柏（四川），拇栂、...
云南铁杉,功用,木材纹理直，结构细致、均匀，材质坚实，耐水湿。可供建筑、...
台湾铁杉,功用,木材结构细致，纹理直而均匀，材质坚硬，耐久用。可供建筑、...
长苞铁杉,功用,木材的心边材区别不明显，淡黄褐微带红色，纹理直，结构细，...
红果榆,功用,心材红褐色，边材白色，材质坚韧，硬度适中，纹理直，结构略...
粗根荨麻,功用,本种茎皮纤维可作代麻或制人造棉原料。
刺果紫玉盘,功用,茎皮含单宁；茎皮纤维坚韧，民间用于编织绳索。
桦叶荚蒾,功用,60. 桦叶荚蒾（拉汉种子植物名称）
宜昌荚蒾,功用,71. 宜昌荚蒾（植物分类学报）野绣球（植物名实图考），糯米...
甘肃荚蒾,功用,茎皮纤维可制绳索和造纸。
皱叶荚蒾,功用,茎皮纤维可作麻及制绳索。欧洲常栽培供观赏。
蛇婆子,功用,本种的茎皮纤维可织麻袋。又因其耐旱耐瘠薄的土壤，在地面匍...
一把香,功用,茎皮纤维可制高级文化用纸。
粗轴荛花,功用,茎皮纤维可造纸及人造棉。
兰屿花椒,功用,据载老树根的纤维亮黄色，质柔软，可作木板船夹缝和裂隙的填...
大叶榉树,功用,木材致密坚硬，纹理美观，不易伸缩与反挠，耐腐力强，其老树...
秦岭冷杉,功用,木材较轻软，纹理直，可供建筑等用。
中甸冷杉,功用,木材可作建筑等用。树皮可提栲胶。也是森林的更新树种。
川滇冷杉,功用,木材材质轻软，供建筑等用材。树皮可提栲胶。可作分布区的森...
台湾冷杉,功用,木材淡黄色，材质较软；可作建筑、家具等用材。
怒江冷杉,功用,木材性质及用途与苍山冷杉同。
光叶合欢,功用,观赏树种；木材供制器具用。
毛叶合欢,功用,本种可作行道树，木材坚硬，供制家具、模型、农具等用。
香合欢,功用,木材深棕色、坚硬，纹理致密，特别适用于制造车轮、油磨和家...
黄豆树,功用,本种为速生树种之一，采伐时有扑鼻之臭气。边材黄白色，心材...
桤木属,功用,本属树种木材质软，可供一般建筑、制作家具及器具用材；大多...
桤木,功用,木材较松，宜做薪炭及燃料，亦可作镜框或箱子等用具。
辽东桤木,功用,木材坚实，可作家具或农具。
麦珠子,功用,幼树生长迅速，是优良的速生造林树种；木材结构细致，是制作...
藤春,功用,木材坚硬，适于建筑用材。花芳香，可提制芳香油。
油丹,功用,本种木材纹理通直，结构细致均匀，材质稍硬而重，具韧性，加...
黄肉楠属,功用,本属木材结构细，纹理直，无气味，径面稍有光泽，略硬重，坚...
思茅黄肉楠,功用,本种木材材质优良，结构细致，纹理直，可供建筑、家具及工业...
柳叶黄肉楠,功用,木材可做家具，枝叶可提取芳香油；种子榨油，供制肥皂和机器...
玉山黄肉楠,功用,木材可做家具。
雾社黄肉楠,功用,本种木材的心材略带黄色，有光泽，可供建筑及制家具用。
南投黄肉楠,功用,木材可供建筑及家具等用。
台湾黄肉楠,功用,木材略致密，气干比重0.94，边材黄色，心材暗绿色，可供建筑...
毛果黄肉楠,功用,木材供制家具和箱柜等用，叶、枝可提取芳香油，种子可榨油，...
海红豆,功用,心材暗褐色，质坚而耐腐，可为支柱、船舶、建筑用材和箱板；...
蜡烛果属,功用,本属植物的树皮，可作提取栲胶原料；木材为较好的薪炭柴；所...
蜡烛果,功用,树皮含鞣质，可做提取栲胶原料；木材是较好的薪炭柴；组成的...
大叶相思,功用,材用或绿化树种；生长迅速，萌生力极强。
台湾相思,功用,本种生长迅速，耐干旱，为华南地区荒山造林、水土保持和沿海...
阿拉伯金合欢,功用,木材坚硬，红棕色，耐水湿，抗白蚁，可作家具、板车、油榨、...
深灰槭,功用,29.深灰槭 粉白槭（中国树木分类学）
梓叶槭,功用,14.梓叶槭（中国树木分类学）图版28: 1-2
元宝槭,功用,本种在北京附近已多栽培，是一种很好的庭园树和行道树，如在...
密聚灰毛香青,功用,此变种与上一变种主要以头状花序单生于密集成球状叶丛的顶端...
榆绿木,功用,木材褐色，心材红褐色，重而细密，坚固耐用，适于建筑及室内...
山楝,功用,种子的含油量约44%-56%，油可供制肥皂及润滑油；木材赤色，...
